Model,Adj. R²,AIC,BIC,Log-Likelihood
OLS,0.7516924710432262,3495.1695255675895,3505.7339083211764,-1744.5847627837948
SLM,0.7557196060153087,3495.654397665876,3509.7402413373247,-1743.827198832938
SEM,0.7536301419038186,3431.3719616220815,3441.9363443756683,-1712.6859808110407
