variable,VIF,Tolerance
4_flood_max,2.0639113624702223,0.48451693138756474
4_flood_mean,4.4448417504454625,0.22497988818157136
4_flood_p95,5.517409683162863,0.18124447112412878
4_waste_count,8.767111093237483,0.1140626586529
4_waste_per_population,1.334364547841019,0.7494203901160176
4_waste_per_svi_count,8.348838659314907,0.11977713797167311
3_worldpop,3.705582706412558,0.2698630901610932
3_fb_baseline_median,1.7512586787217033,0.5710178696901193
