y,flood,waste,population,nobs,r2,adjr2,aic,bic
3_pct_outflow_fb_from_1_outflow_max_hour0,4_flood_p95,4_waste_per_population,3_fb_baseline_median,218,0.1891264181488581,0.17775903148739358,1572.0815417950794,1585.6195220462357
3_pct_outflow_fb_from_1_outflow_max_hour0,4_flood_p95,4_waste_per_population,3_fb_baseline_safe,218,0.1891264181488581,0.17775903148739358,1572.0815417950794,1585.6195220462357
2_outflow_max,4_flood_p95,4_waste_count,3_worldpop,250,0.12470524549363726,0.11403091921916941,3814.158834990274,3828.244678661723
2_outflow_max,4_flood_p95,4_waste_count,3_worldpop_safe,248,0.12407789962632587,0.11330836560533797,3785.591630173266,3799.645345157926
2_outflow_max,4_flood_p95,4_waste_count_final,3_worldpop,224,0.11642835628765857,0.10437965205521749,3441.709336438951,3455.3559206463715
2_outflow_max,4_flood_p95,4_waste_count_final,3_worldpop_safe,224,0.11642835628765857,0.10437965205521749,3441.709336438951,3455.3559206463715
2_outflow_max,4_flood_p95,4_waste_per_quadkey_area,3_worldpop,224,0.11642493576412616,0.10437618488818234,3441.710203596463,3455.3567878038834
2_outflow_max,4_flood_p95,4_waste_per_quadkey_area,3_worldpop_safe,224,0.11642493576412616,0.10437618488818234,3441.710203596463,3455.3567878038834
3_pct_outflow_worldpop_from_2_outflow_max,4_flood_p95,4_waste_count,3_fb_baseline_median,248,0.09952317162646829,0.08845173521203953,1926.2196237524645,1940.2733387371245
2_displaced_excess_max,4_flood_p95,4_waste_count,3_worldpop,250,0.09753465687930107,0.08652898196319503,3753.758695712897,3767.844539384346
2_displaced_excess_max,4_flood_p95,4_waste_count,3_worldpop_safe,248,0.09705790408549886,0.08595615700458281,3725.7001365838937,3739.7538515685537
3_pct_outflow_worldpop_from_2_outflow_max,4_flood_p95,4_waste_per_population,3_fb_baseline_median,224,0.09483623069159686,0.08249308838284586,1738.7825979097847,1752.4291821172048
2_displaced_excess_max,4_flood_p95,4_waste_count_final,3_worldpop,224,0.09074599100213832,0.07834707269762198,3387.9215817493714,3401.5681659567917
2_displaced_excess_max,4_flood_p95,4_waste_count_final,3_worldpop_safe,224,0.09074599100213832,0.07834707269762198,3387.9215817493714,3401.5681659567917
2_displaced_excess_max,4_flood_p95,4_waste_per_quadkey_area,3_worldpop,224,0.0907411923639816,0.0783422086234904,3387.9227639186,3401.5693481260205
2_displaced_excess_max,4_flood_p95,4_waste_per_quadkey_area,3_worldpop_safe,224,0.0907411923639816,0.0783422086234904,3387.9227639186,3401.5693481260205
2_outflow_max,4_flood_p95,4_waste_per_population,3_worldpop,224,0.08814501973710664,0.07571063364261266,3448.7672595460267,3462.413843753447
2_outflow_max,4_flood_p95,4_waste_per_population,3_worldpop_safe,224,0.08814501973710664,0.07571063364261266,3448.7672595460267,3462.413843753447
2_outflow_max,4_flood_p95,4_waste_per_svi_count,3_worldpop,224,0.08711122791394399,0.07466274465822498,3449.02106986089,3462.66765406831
2_outflow_max,4_flood_p95,4_waste_per_svi_count,3_worldpop_safe,224,0.08711122791394399,0.07466274465822498,3449.02106986089,3462.66765406831
3_pct_outflow_fb_from_2_outflow_max,4_flood_p95,4_waste_count,3_fb_baseline_median,239,0.08445195690824081,0.07276410954962265,1854.7243402233685,1868.6301944310944
3_pct_outflow_fb_from_2_outflow_max,4_flood_p95,4_waste_count,3_fb_baseline_safe,239,0.08445195690824081,0.07276410954962265,1854.7243402233685,1868.6301944310944
3_pct_outflow_fb_from_2_outflow_max,4_flood_p95,4_waste_per_population,3_fb_baseline_median,218,0.08472378290261773,0.0718928078965797,1690.6493146909738,1704.1872949421302
3_pct_outflow_fb_from_2_outflow_max,4_flood_p95,4_waste_per_population,3_fb_baseline_safe,218,0.08472378290261773,0.0718928078965797,1690.6493146909738,1704.1872949421302
3_pct_outflow_worldpop_from_2_outflow_max,4_flood_p95,4_waste_per_population,3_fb_baseline_safe,218,0.08472378290261773,0.0718928078965797,1690.6493146909738,1704.1872949421302
3_pct_outflow_worldpop_from_2_outflow_max,4_flood_p95,4_waste_count,3_fb_baseline_safe,237,0.08301290805171435,0.07120620729701532,1839.5613109144451,1853.4335514789857
3_pct_outflow_worldpop_from_2_outflow_max,4_flood_p95,4_waste_count_final,3_fb_baseline_median,224,0.0821789887014277,0.06966324763826537,1741.8931754600421,1755.5397596674622
3_pct_outflow_worldpop_from_2_outflow_max,4_flood_p95,4_waste_per_quadkey_area,3_fb_baseline_median,224,0.08217871524092346,0.06966297044875425,1741.893242199791,1755.5398264072112
3_pct_outflow_worldpop_from_2_outflow_max,4_flood_p95,4_waste_per_svi_count,3_fb_baseline_median,224,0.08177215875587418,0.0692508700116361,1741.9924428724198,1755.63902707984
3_pct_outflow_fb_from_2_outflow_max,4_flood_p95,4_waste_per_svi_count,3_fb_baseline_median,218,0.07453132178630406,0.061557461811345804,1693.0635321501832,1706.6015124013395
3_pct_outflow_fb_from_2_outflow_max,4_flood_p95,4_waste_per_svi_count,3_fb_baseline_safe,218,0.07453132178630406,0.061557461811345804,1693.0635321501832,1706.6015124013395
3_pct_outflow_worldpop_from_2_outflow_max,4_flood_p95,4_waste_per_svi_count,3_fb_baseline_safe,218,0.07453132178630406,0.061557461811345804,1693.0635321501832,1706.6015124013395
3_pct_outflow_fb_from_2_outflow_max,4_flood_p95,4_waste_count_final,3_fb_baseline_median,218,0.07431678484563464,0.06133991734347066,1693.1140618268055,1706.6520420779618
3_pct_outflow_fb_from_2_outflow_max,4_flood_p95,4_waste_count_final,3_fb_baseline_safe,218,0.07431678484563464,0.06133991734347066,1693.1140618268055,1706.6520420779618
3_pct_outflow_worldpop_from_2_outflow_max,4_flood_p95,4_waste_count_final,3_fb_baseline_safe,218,0.07431678484563453,0.06133991734347055,1693.1140618268055,1706.6520420779618
3_pct_outflow_worldpop_from_2_outflow_max,4_flood_p95,4_waste_per_quadkey_area,3_fb_baseline_safe,218,0.07431648764291998,0.06133961597436288,1693.1141318185482,1706.6521120697046
3_pct_outflow_fb_from_2_outflow_max,4_flood_p95,4_waste_per_quadkey_area,3_fb_baseline_median,218,0.07431648764291987,0.06133961597436277,1693.1141318185482,1706.6521120697046
3_pct_outflow_fb_from_2_outflow_max,4_flood_p95,4_waste_per_quadkey_area,3_fb_baseline_safe,218,0.07431648764291987,0.06133961597436277,1693.1141318185482,1706.6521120697046
2_displaced_excess_max,4_flood_p95,4_waste_per_population,3_worldpop,224,0.06640272702404426,0.05367185511982664,3393.839811159105,3407.4863953665254
2_displaced_excess_max,4_flood_p95,4_waste_per_population,3_worldpop_safe,224,0.06640272702404426,0.05367185511982664,3393.839811159105,3407.4863953665254
2_displaced_excess_max,4_flood_p95,4_waste_per_svi_count,3_worldpop,224,0.06503503086483986,0.052285508558451266,3394.167725303434,3407.8143095108544
2_displaced_excess_max,4_flood_p95,4_waste_per_svi_count,3_worldpop_safe,224,0.06503503086483986,0.052285508558451266,3394.167725303434,3407.8143095108544
1_outflow_accumulated_hour0,4_flood_p95,4_waste_count,3_worldpop,250,0.050892720763993204,0.03931824174891996,3881.0717123100476,3895.1575559814964
1_outflow_accumulated_hour0,4_flood_p95,4_waste_per_svi_count,3_worldpop,224,0.05218503009901565,0.039260280509456735,3500.685243561371,3514.3318277687913
1_outflow_accumulated_hour0,4_flood_p95,4_waste_per_svi_count,3_worldpop_safe,224,0.05218503009901565,0.039260280509456735,3500.685243561371,3514.3318277687913
1_outflow_accumulated_hour0,4_flood_p95,4_waste_count,3_worldpop_safe,248,0.05054684698558687,0.03887324264524561,3852.036753693679,3866.090468678339
1_outflow_accumulated_hour0,4_flood_p95,4_waste_count_final,3_worldpop,224,0.04627132499758968,0.033265933974829465,3502.078505521922,3515.7250897293425
1_outflow_accumulated_hour0,4_flood_p95,4_waste_count_final,3_worldpop_safe,224,0.04627132499758968,0.033265933974829465,3502.078505521922,3515.7250897293425
1_outflow_accumulated_hour0,4_flood_p95,4_waste_per_quadkey_area,3_worldpop,224,0.0462701708535328,0.03326476409244461,3502.0787765928453,3515.7253608002657
1_outflow_accumulated_hour0,4_flood_p95,4_waste_per_quadkey_area,3_worldpop_safe,224,0.0462701708535328,0.03326476409244461,3502.0787765928453,3515.7253608002657
1_outflow_accumulated_hour0,4_flood_p95,4_waste_per_population,3_worldpop,224,0.044922387190707846,0.03189860156149016,3502.3951035140517,3516.041687721472
1_outflow_accumulated_hour0,4_flood_p95,4_waste_per_population,3_worldpop_safe,224,0.044922387190707846,0.03189860156149016,3502.3951035140517,3516.041687721472
1_outflow_max_hour0,4_flood_p95,4_waste_per_svi_count,3_worldpop,207,0.044869034777752614,0.030753798838507485,3195.0882887822827,3208.419163955344
1_outflow_max_hour0,4_flood_p95,4_waste_per_svi_count,3_worldpop_safe,207,0.044869034777752614,0.030753798838507485,3195.0882887822827,3208.419163955344
1_outflow_max_hour0,4_flood_p95,4_waste_count,3_worldpop,226,0.0424174493552939,0.029477144616851803,3469.9274371520514,3483.6095771491405
1_outflow_max_hour0,4_flood_p95,4_waste_count,3_worldpop_safe,224,0.0420125215706062,0.028949055955659886,3441.23248740016,3454.8790716075805
1_outflow_max_hour0,4_flood_p95,4_waste_count_final,3_worldpop,207,0.038487299820112564,0.024277752526813634,3196.4667651698755,3209.797640342937
1_outflow_max_hour0,4_flood_p95,4_waste_count_final,3_worldpop_safe,207,0.038487299820112564,0.024277752526813634,3196.4667651698755,3209.797640342937
1_outflow_max_hour0,4_flood_p95,4_waste_per_quadkey_area,3_worldpop,207,0.03848614505731751,0.024276580698558536,3196.467013773721,3209.7978889467827
1_outflow_max_hour0,4_flood_p95,4_waste_per_quadkey_area,3_worldpop_safe,207,0.03848614505731751,0.024276580698558536,3196.467013773721,3209.7978889467827
1_outflow_max_hour0,4_flood_p95,4_waste_per_population,3_worldpop,207,0.037054639233145115,0.02282391961590091,3196.7749670499843,3210.105842223046
1_outflow_max_hour0,4_flood_p95,4_waste_per_population,3_worldpop_safe,207,0.037054639233145115,0.02282391961590091,3196.7749670499843,3210.105842223046
3_pct_outflow_worldpop_from_2_outflow_max,4_flood_p95,4_waste_count,3_worldpop,248,0.031527679276807996,0.019620232710539143,1944.2729004557445,1958.3266154404046
3_pct_outflow_worldpop_from_2_outflow_max,4_flood_p95,4_waste_count,3_worldpop_safe,248,0.031527679276807996,0.019620232710539143,1944.2729004557445,1958.3266154404046
3_pct_outflow_fb_from_1_outflow_accumulated_hour0,4_flood_p95,4_waste_per_svi_count,3_worldpop,218,0.031139874405010648,0.017557723111622958,1674.436192035266,1687.9741722864223
3_pct_outflow_fb_from_1_outflow_accumulated_hour0,4_flood_p95,4_waste_per_svi_count,3_worldpop_safe,218,0.031139874405010648,0.017557723111622958,1674.436192035266,1687.9741722864223
3_pct_outflow_worldpop_from_1_outflow_accumulated_hour0,4_flood_p95,4_waste_per_svi_count,3_worldpop,224,0.030164937950365345,0.016939914376961185,1718.46076800744,1732.1073522148602
3_pct_outflow_worldpop_from_1_outflow_accumulated_hour0,4_flood_p95,4_waste_per_svi_count,3_worldpop_safe,224,0.030164937950365345,0.016939914376961185,1718.46076800744,1732.1073522148602
3_pct_outflow_fb_from_1_outflow_max_hour0,4_flood_p95,4_waste_per_svi_count,3_worldpop,218,0.030163213836320923,0.016567371039633905,1611.1069497962792,1624.6449300474355
3_pct_outflow_fb_from_1_outflow_max_hour0,4_flood_p95,4_waste_per_svi_count,3_worldpop_safe,218,0.030163213836320923,0.016567371039633905,1611.1069497962792,1624.6449300474355
3_pct_outflow_worldpop_from_1_outflow_max_hour0,4_flood_p95,4_waste_per_svi_count,3_worldpop,224,0.02873573145936803,0.015491218706541243,1653.7273229293842,1667.3739071368043
3_pct_outflow_worldpop_from_1_outflow_max_hour0,4_flood_p95,4_waste_per_svi_count,3_worldpop_safe,224,0.02873573145936803,0.015491218706541243,1653.7273229293842,1667.3739071368043
3_pct_outflow_worldpop_from_2_outflow_max,4_flood_p95,4_waste_per_population,3_worldpop,224,0.028560072417111226,0.015313164313708216,1754.6112318350233,1768.2578160424434
3_pct_outflow_worldpop_from_2_outflow_max,4_flood_p95,4_waste_per_population,3_worldpop_safe,224,0.028560072417111226,0.015313164313708216,1754.6112318350233,1768.2578160424434
3_pct_outflow_fb_from_2_outflow_max,4_flood_p95,4_waste_per_population,3_worldpop,218,0.023798619265733234,0.010113553180673418,1704.697889022302,1718.2358692734583
3_pct_outflow_fb_from_2_outflow_max,4_flood_p95,4_waste_per_population,3_worldpop_safe,218,0.023798619265733234,0.010113553180673418,1704.697889022302,1718.2358692734583
3_pct_outflow_fb_from_2_outflow_max,4_flood_p95,4_waste_count,3_worldpop,239,0.02241332558766762,0.009933495701552775,1870.3941642416867,1884.3000184494126
3_pct_outflow_fb_from_2_outflow_max,4_flood_p95,4_waste_count,3_worldpop_safe,237,0.022109832466099322,0.009518971939911691,1854.8013505787185,1868.673591143259
3_pct_outflow_worldpop_from_2_outflow_max,4_flood_p95,4_waste_count_final,3_worldpop,224,0.01871244967524255,0.005331255807177637,1756.870519133689,1770.517103341109
3_pct_outflow_worldpop_from_2_outflow_max,4_flood_p95,4_waste_count_final,3_worldpop_safe,224,0.01871244967524255,0.005331255807177637,1756.870519133689,1770.517103341109
3_pct_outflow_worldpop_from_2_outflow_max,4_flood_p95,4_waste_per_quadkey_area,3_worldpop,224,0.01871203044303238,0.005330830858164659,1756.8706148324418,1770.517199039862
3_pct_outflow_worldpop_from_2_outflow_max,4_flood_p95,4_waste_per_quadkey_area,3_worldpop_safe,224,0.01871203044303238,0.005330830858164659,1756.8706148324418,1770.517199039862
3_pct_outflow_fb_from_2_outflow_max,4_flood_p95,4_waste_count_final,3_worldpop,218,0.01639220847060885,0.0026033141968323514,1706.3456058130964,1719.8835860642528
3_pct_outflow_fb_from_2_outflow_max,4_flood_p95,4_waste_count_final,3_worldpop_safe,218,0.01639220847060885,0.0026033141968323514,1706.3456058130964,1719.8835860642528
3_pct_outflow_fb_from_2_outflow_max,4_flood_p95,4_waste_per_quadkey_area,3_worldpop,218,0.01639178688601073,0.0026028867021697932,1706.345699250159,1719.8836795013153
3_pct_outflow_fb_from_2_outflow_max,4_flood_p95,4_waste_per_quadkey_area,3_worldpop_safe,218,0.01639178688601073,0.0026028867021697932,1706.345699250159,1719.8836795013153
3_pct_outflow_worldpop_from_1_outflow_accumulated_hour0,4_flood_p95,4_waste_count,3_worldpop,248,0.014548386462193141,0.0024321780990232966,1892.9861244676085,1907.0398394522686
3_pct_outflow_worldpop_from_1_outflow_accumulated_hour0,4_flood_p95,4_waste_count,3_worldpop_safe,248,0.014548386462193141,0.0024321780990232966,1892.9861244676085,1907.0398394522686
3_pct_outflow_worldpop_from_1_outflow_max_hour0,4_flood_p95,4_waste_count,3_worldpop,248,0.013873459976614488,0.0017489533369826615,1820.7035960710346,1834.7573110556946
3_pct_outflow_worldpop_from_1_outflow_max_hour0,4_flood_p95,4_waste_count,3_worldpop_safe,248,0.013873459976614488,0.0017489533369826615,1820.7035960710346,1834.7573110556946
3_pct_outflow_fb_from_1_outflow_accumulated_hour0,4_flood_p95,4_waste_count,3_worldpop_safe,237,0.012742756939331912,3.129029048209997e-05,1813.8633373726686,1827.7355779372092
3_pct_outflow_fb_from_1_outflow_accumulated_hour0,4_flood_p95,4_waste_count,3_worldpop,239,0.012195222322066823,-0.0004150514355236723,1832.517199767478,1846.4230539752039
3_pct_outflow_worldpop_from_1_outflow_accumulated_hour0,4_flood_p95,4_waste_per_quadkey_area,3_worldpop,224,0.012894365654948836,-0.0005661657224838024,1722.414601296825,1736.061185504245
3_pct_outflow_worldpop_from_1_outflow_accumulated_hour0,4_flood_p95,4_waste_per_quadkey_area,3_worldpop_safe,224,0.012894365654948836,-0.0005661657224838024,1722.414601296825,1736.061185504245
3_pct_outflow_worldpop_from_1_outflow_accumulated_hour0,4_flood_p95,4_waste_count_final,3_worldpop,224,0.012893456912991041,-0.0005670868563771858,1722.4148075139692,1736.0613917213893
3_pct_outflow_worldpop_from_1_outflow_accumulated_hour0,4_flood_p95,4_waste_count_final,3_worldpop_safe,224,0.012893456912991041,-0.0005670868563771858,1722.4148075139692,1736.0613917213893
3_pct_outflow_worldpop_from_2_outflow_max,4_flood_p95,4_waste_per_svi_count,3_worldpop,224,0.012179865156585201,-0.001290409409461457,1758.3567804606978,1772.003364668118
3_pct_outflow_worldpop_from_2_outflow_max,4_flood_p95,4_waste_per_svi_count,3_worldpop_safe,224,0.012179865156585201,-0.001290409409461457,1758.3567804606978,1772.003364668118
3_pct_outflow_fb_from_1_outflow_max_hour0,4_flood_p95,4_waste_count,3_worldpop_safe,237,0.01116688212923378,-0.0015648747532224228,1744.5973977784824,1758.469638343023
3_pct_outflow_fb_from_1_outflow_accumulated_hour0,4_flood_p95,4_waste_per_quadkey_area,3_worldpop,218,0.011917540923471748,-0.001934082334610343,1678.7189988083362,1692.2569790594926
3_pct_outflow_fb_from_1_outflow_accumulated_hour0,4_flood_p95,4_waste_per_quadkey_area,3_worldpop_safe,218,0.011917540923471748,-0.001934082334610343,1678.7189988083362,1692.2569790594926
3_pct_outflow_fb_from_1_outflow_accumulated_hour0,4_flood_p95,4_waste_count_final,3_worldpop,218,0.011916597903056436,-0.0019350385749381527,1678.7192068662273,1692.2571871173836
3_pct_outflow_fb_from_1_outflow_accumulated_hour0,4_flood_p95,4_waste_count_final,3_worldpop_safe,218,0.011916597903056436,-0.0019350385749381527,1678.7192068662273,1692.2571871173836
3_pct_outflow_fb_from_1_outflow_max_hour0,4_flood_p95,4_waste_count,3_worldpop,239,0.010509132222378592,-0.0021226660896760396,1763.7035140366215,1777.6093682443475
3_pct_outflow_worldpop_from_1_outflow_max_hour0,4_flood_p95,4_waste_per_quadkey_area,3_worldpop,224,0.010776916546440973,-0.002712489137016716,1657.8312892850772,1671.4778734924973
3_pct_outflow_worldpop_from_1_outflow_max_hour0,4_flood_p95,4_waste_per_quadkey_area,3_worldpop_safe,224,0.010776916546440973,-0.002712489137016716,1657.8312892850772,1671.4778734924973
3_pct_outflow_worldpop_from_1_outflow_max_hour0,4_flood_p95,4_waste_count_final,3_worldpop,224,0.010776176581944963,-0.0027132391919375554,1657.831456842818,1671.478041050238
3_pct_outflow_worldpop_from_1_outflow_max_hour0,4_flood_p95,4_waste_count_final,3_worldpop_safe,224,0.010776176581944963,-0.0027132391919375554,1657.831456842818,1671.478041050238
3_pct_outflow_fb_from_1_outflow_max_hour0,4_flood_p95,4_waste_per_quadkey_area,3_worldpop,218,0.010127515164683798,-0.0037492019124467646,1615.5646870406226,1629.102667291779
3_pct_outflow_fb_from_1_outflow_max_hour0,4_flood_p95,4_waste_per_quadkey_area,3_worldpop_safe,218,0.010127515164683798,-0.0037492019124467646,1615.5646870406226,1629.102667291779
3_pct_outflow_fb_from_1_outflow_max_hour0,4_flood_p95,4_waste_count_final,3_worldpop,218,0.01012674606714814,-0.003749981791723478,1615.5648564192047,1629.102836670361
3_pct_outflow_fb_from_1_outflow_max_hour0,4_flood_p95,4_waste_count_final,3_worldpop_safe,218,0.01012674606714814,-0.003749981791723478,1615.5648564192047,1629.102836670361
3_pct_outflow_fb_from_2_outflow_max,4_flood_p95,4_waste_per_svi_count,3_worldpop,218,0.009159151043549363,-0.004731141231540947,1707.9428249459709,1721.4808051971272
3_pct_outflow_fb_from_2_outflow_max,4_flood_p95,4_waste_per_svi_count,3_worldpop_safe,218,0.009159151043549363,-0.004731141231540947,1707.9428249459709,1721.4808051971272
3_pct_outflow_worldpop_from_1_outflow_accumulated_hour0,4_flood_p95,4_waste_per_population,3_worldpop,224,0.005322049428768905,-0.008241740806293363,1724.126399802305,1737.7729840097252
3_pct_outflow_worldpop_from_1_outflow_accumulated_hour0,4_flood_p95,4_waste_per_population,3_worldpop_safe,224,0.005322049428768905,-0.008241740806293363,1724.126399802305,1737.7729840097252
3_pct_outflow_worldpop_from_1_outflow_max_hour0,4_flood_p95,4_waste_per_population,3_worldpop,224,0.0038802621515016122,-0.009703188819159658,1659.387551288731,1673.034135496151
3_pct_outflow_worldpop_from_1_outflow_max_hour0,4_flood_p95,4_waste_per_population,3_worldpop_safe,224,0.0038802621515016122,-0.009703188819159658,1659.387551288731,1673.034135496151
3_pct_outflow_fb_from_1_outflow_accumulated_hour0,4_flood_p95,4_waste_per_population,3_worldpop,218,0.003791025017468086,-0.010174521360791555,1680.5046139068172,1694.0425941579736
3_pct_outflow_fb_from_1_outflow_accumulated_hour0,4_flood_p95,4_waste_per_population,3_worldpop_safe,218,0.003791025017468086,-0.010174521360791555,1680.5046139068172,1694.0425941579736
3_pct_outflow_fb_from_1_outflow_max_hour0,4_flood_p95,4_waste_per_population,3_worldpop,218,0.002460502604714976,-0.01152369595690117,1617.246690615809,1630.7846708669654
3_pct_outflow_fb_from_1_outflow_max_hour0,4_flood_p95,4_waste_per_population,3_worldpop_safe,218,0.002460502604714976,-0.01152369595690117,1617.246690615809,1630.7846708669654
