variable,coefficient,std_err,p_value
const,352.52085634054504,581.1185922151816,0.5441000448486351
4_flood_p95,52.625151035107365,520.106647325668,0.9194064122735615
4_waste_count,173.13909527103147,36.30440307501026,1.850566953100477e-06
3_fb_baseline_median,1.439836835353826,0.5587673050961259,0.00997169232260742
