variable,coefficient,std_err,z_stat,p_value
const,448.7665508782474,821.9000416172981,0.5460111061622344,0.5850583029358356
4_flood_p95,135.1187539885383,413.84884789089006,0.5850583029358356,0.5585085146159077
4_waste_count,167.55384134580552,16.885816279143214,0.32649300506005496,0.7440513807656046
3_fb_baseline_median,1.342062190397871,0.4274215961730521,0.7440513807656046,0.45684539134716884
lambda,0.35119128273385375,0.09267972385956934,9.922756387724196,0.0
