variable,coefficient,std_err,z_stat,p_value
const,-191.3087903410898,37.89213287643596,-5.0487733420796514,4.446559127568861e-07
4_flood_p95,22.374629996609464,16.364989778164542,4.4465591284551264e-07,0.9999996452159123
4_waste_per_quadkey_area,-40301.43159157931,3651.2338829145774,1.3672254184028552,0.17155466044104273
3_fb_baseline_safe,0.4355396598797662,0.01710524715576333,0.17155466044104284,0.8637876546023788
lambda,0.5038939083890565,0.08229659423400183,-11.037756792344652,0.0
