y,flood_var,flood_coefficient,flood_p_value,waste_var,waste_coefficient,waste_p_value,population_var,population_coefficient,population_p_value,r2,adjr2,nobs,aic,bic
2_displaced_excess_max,4_flood_p95,-1.6902039937814113,0.8695874586127786,4_waste_per_svi_count,-19.37401042630178,0.014058229934961761,3_fb_baseline_safe,0.30831339276743774,1.8128708645190596e-05,0.8048269864718687,0.802090916188764,218,2967.138466603007,2980.6764468541637
2_displaced_excess_max,4_flood_p95,2.649888297017575,0.7892460028513901,4_waste_count,-4.676924242325156,0.02936174770738566,3_fb_baseline_safe,0.32006921170589064,5.86077488253718e-05,0.8042925541018952,0.8017941611755364,239,3233.1873533348294,3247.0932075425553
2_displaced_excess_max,4_flood_p95,1.159808490581359,0.9146317173216605,4_waste_count_final,-4.650304251781073,0.029337235471532944,3_fb_baseline_safe,0.32175286617941684,5.9214483509298096e-05,0.8040403499827838,0.8012932520853462,218,2968.0153403689465,2981.553320620103
2_displaced_excess_max,4_flood_p95,1.1598917874171513,0.9146254637913427,4_waste_per_quadkey_area,-27638.26575238709,0.029335404918835253,3_fb_baseline_safe,0.32175138089716093,5.9207832929142695e-05,0.8040402324689115,0.8012931329240832,218,2968.015471100025,2981.5534513511816
2_displaced_excess_max,4_flood_p95,4.582188492577702,0.6334635497618011,4_waste_count,-4.691579195768152,0.029681156845285016,3_fb_baseline_median,0.31861666742925,6.0188288196531296e-05,0.803628948157567,0.8012341792326593,250,3372.4776213838422,3386.563465055291
2_displaced_excess_max,4_flood_p95,0.8387098053631359,0.9374183397911237,4_waste_count_final,-4.65756185861412,0.02969080764991758,3_fb_baseline_median,0.32072049912665784,6.0062888040923134e-05,0.8035473674504174,0.8008684679156504,224,3044.7080769423246,3058.354661149745
2_displaced_excess_max,4_flood_p95,0.838792986100799,0.9374120376436159,4_waste_per_quadkey_area,-27681.40038279552,0.02968896843562524,3_fb_baseline_median,0.32071901310650125,6.0056075608107756e-05,0.8035472519751454,0.8008683508657156,224,3044.7082086099585,3058.354792817379
2_outflow_max,4_flood_p95,0.9849728442714838,0.927642845458148,4_waste_per_population,-3.5633273204468687,0.8891354531935087,3_fb_baseline_median,0.298044026790313,7.5766925833134e-06,0.751527895088905,0.7481396391128446,224,3157.53357460434,3171.1801588117605
2_outflow_max,4_flood_p95,1.2206504445696027,0.9112736720418491,4_waste_per_population,-2.8451230178488003,0.9067811240788153,3_fb_baseline_safe,0.29914953740856776,8.224457025158911e-06,0.751303896135419,0.7478175021560091,218,3078.3127458874346,3091.850726138591
2_displaced_excess_max,4_flood_p95,-7.532377351324553,0.5142640820277189,4_waste_per_population,-2.858579842263186,0.920656220176906,3_fb_baseline_safe,0.25749402552917794,3.0665590742004886e-05,0.7266610176856769,0.72282916279342,218,3040.566600946271,3054.1045811974277
2_displaced_excess_max,4_flood_p95,-7.724597243952932,0.49949440446992077,4_waste_per_population,-3.6423197451631397,0.9034932079570356,3_fb_baseline_median,0.2562949409689162,2.9482626249012568e-05,0.7262060922787519,0.722472538991644,224,3119.06584355786,3132.71242776528
1_outflow_accumulated_hour0,4_flood_p95,9.478411475060213,0.5867442333923898,4_waste_per_population,-20.265770227700298,0.7935711923410342,3_fb_baseline_safe,0.3169723515001786,4.8273031634415814e-05,0.6930323478964435,0.6887290630538703,218,3166.742348703461,3180.2803289546177
1_outflow_accumulated_hour0,4_flood_p95,9.064066334880158,0.6006534918487081,4_waste_per_population,-21.358231505396738,0.7870764125999231,3_fb_baseline_median,0.31528447897623013,4.778726569144708e-05,0.6920760613572582,0.6878770985575844,224,3248.8405867194597,3262.48717092688
1_outflow_max_hour0,4_flood_p95,3.578954428013007,0.8201744329145783,4_waste_per_population,-15.407316242779743,0.8131306782826405,3_fb_baseline_median,0.2748455576864494,0.0001477108912799436,0.6768891903709684,0.6721141537754655,207,2970.730688972002,2984.0615641450636
1_outflow_max_hour0,4_flood_p95,3.578954428013007,0.8201744329145783,4_waste_per_population,-15.407316242779743,0.8131306782826405,3_fb_baseline_safe,0.2748455576864494,0.0001477108912799436,0.6768891903709684,0.6721141537754655,207,2970.730688972002,2984.0615641450636
3_estimated_outflow_pop_from_2_outflow_max,4_flood_p95,-49.839263076603515,0.9093109748590888,4_waste_count,72.47925552149457,0.15959785109721203,3_worldpop,0.11314790447018515,0.053012048144814736,0.649500230968594,0.6452258435413818,250,5065.221750368584,5079.307594040033
3_estimated_outflow_pop_from_2_outflow_max,4_flood_p95,-51.59193018234646,0.906523881874103,4_waste_count,72.46487917872135,0.15961267624807163,3_worldpop_safe,0.11312007296912671,0.05318293957122659,0.6489549138488208,0.6446387857404046,248,5026.74229107046,5040.7960060551195
3_estimated_outflow_pop_from_2_outflow_max,4_flood_p95,-33.4988165960919,0.95187666671569,4_waste_count_final,72.19536268527446,0.1611246642684181,3_worldpop,0.11276038027296935,0.05519950475634474,0.6415636818989288,0.6366759139248233,224,4563.691356382929,4577.33794059035
3_estimated_outflow_pop_from_2_outflow_max,4_flood_p95,-33.4988165960919,0.95187666671569,4_waste_count_final,72.19536268527446,0.1611246642684181,3_worldpop_safe,0.11276038027296935,0.05519950475634474,0.6415636818989288,0.6366759139248233,224,4563.691356382929,4577.33794059035
3_estimated_outflow_pop_from_2_outflow_max,4_flood_p95,-33.50191301731519,0.9518718958112562,4_waste_per_quadkey_area,429070.4613423097,0.16112606571616483,3_worldpop,0.11276219251408015,0.05518910086717715,0.6415635020762284,0.6366757316499951,224,4563.691468760701,4577.338052968122
3_estimated_outflow_pop_from_2_outflow_max,4_flood_p95,-33.50191301731519,0.9518718958112562,4_waste_per_quadkey_area,429070.4613423097,0.16112606571616483,3_worldpop_safe,0.11276219251408015,0.05518910086717715,0.6415635020762284,0.6366757316499951,224,4563.691468760701,4577.338052968122
3_estimated_outflow_pop_from_2_outflow_max,4_flood_p95,-0.6751454832471495,0.998988569803007,4_waste_per_svi_count,79.93775651877186,0.6100867043961221,3_worldpop,0.14248962637784976,0.003049344267932523,0.6225289253214401,0.6173815924849142,224,4575.281773247497,4588.928357454917
3_estimated_outflow_pop_from_2_outflow_max,4_flood_p95,-0.6751454832471495,0.998988569803007,4_waste_per_svi_count,79.93775651877186,0.6100867043961221,3_worldpop_safe,0.14248962637784976,0.003049344267932523,0.6225289253214401,0.6173815924849142,224,4575.281773247497,4588.928357454917
3_estimated_outflow_pop_from_2_outflow_max,4_flood_p95,-24.566517626752045,0.9637100401817307,4_waste_per_population,151.9426965643901,0.7676388470153876,3_worldpop,0.15188947448686663,7.776946539649205e-06,0.621507096140274,0.6163458292694595,224,4575.8873308732,4589.53391508062
3_estimated_outflow_pop_from_2_outflow_max,4_flood_p95,-24.566517626752045,0.9637100401817307,4_waste_per_population,151.9426965643901,0.7676388470153876,3_worldpop_safe,0.15188947448686663,7.776946539649205e-06,0.621507096140274,0.6163458292694595,224,4575.8873308732,4589.53391508062
3_estimated_outflow_pop_from_1_outflow_max_hour0,4_flood_p95,-12.352014081153975,0.961267472186429,4_waste_per_svi_count,-263.1263106152952,0.09027954323829845,3_worldpop,0.12380380808668419,0.00036364089776307003,0.5875328349234863,0.5819082826724429,224,4399.6736138442675,4413.320198051688
3_estimated_outflow_pop_from_1_outflow_max_hour0,4_flood_p95,-12.352014081153975,0.961267472186429,4_waste_per_svi_count,-263.1263106152952,0.09027954323829845,3_worldpop_safe,0.12380380808668419,0.00036364089776307003,0.5875328349234863,0.5819082826724429,224,4399.6736138442675,4413.320198051688
3_estimated_outflow_pop_from_1_outflow_accumulated_hour0,4_flood_p95,-45.35584659398131,0.8787942803114202,4_waste_per_svi_count,-310.6668908717484,0.0660838628026704,3_worldpop,0.14633937339317285,0.00015692577935767443,0.5812538022210649,0.5755436267968067,224,4480.3506774189755,4493.997261626396
3_estimated_outflow_pop_from_1_outflow_accumulated_hour0,4_flood_p95,-45.35584659398131,0.8787942803114202,4_waste_per_svi_count,-310.6668908717484,0.0660838628026704,3_worldpop_safe,0.14633937339317285,0.00015692577935767443,0.5812538022210649,0.5755436267968067,224,4480.3506774189755,4493.997261626396
3_estimated_outflow_pop_from_1_outflow_max_hour0,4_flood_p95,10.81905983027099,0.9520560073783376,4_waste_count,-47.745843478743275,0.3132165671488292,3_worldpop,0.11860664258245623,0.00272145448365349,0.5794436514939871,0.5743149155365967,250,4890.542232586218,4904.628076257667
3_estimated_outflow_pop_from_1_outflow_max_hour0,4_flood_p95,10.780492247751361,0.9522601567792867,4_waste_count,-47.746284724650614,0.31320469340912727,3_worldpop_safe,0.11860580264476944,0.002725848307174961,0.5790075950625941,0.5738314589363145,248,4853.473846522559,4867.527561507219
3_estimated_outflow_pop_from_1_outflow_accumulated_hour0,4_flood_p95,-6.963220303881875,0.9741062509137257,4_waste_count,-61.13667290911663,0.25392707734794373,3_worldpop,0.14270571486168399,0.0014796641231662518,0.5767168959704334,0.5715549068969021,250,4978.207927175526,4992.293770846974
3_estimated_outflow_pop_from_1_outflow_accumulated_hour0,4_flood_p95,-6.862183686721462,0.9745143901228276,4_waste_count,-61.13574105319109,0.25392365345474166,3_worldpop_safe,0.14270750707503638,0.00148266326749553,0.5763036719131971,0.5710942908301626,248,4940.438162091684,4954.491877076343
3_estimated_outflow_pop_from_1_outflow_max_hour0,4_flood_p95,14.94190064254881,0.9499734426101,4_waste_per_quadkey_area,-284061.57453178446,0.31221737651984083,3_worldpop,0.11855030406865003,0.0029395803990469385,0.5731660353694085,0.5673455722153549,224,4407.343036321872,4420.989620529293
3_estimated_outflow_pop_from_1_outflow_max_hour0,4_flood_p95,14.94190064254881,0.9499734426101,4_waste_per_quadkey_area,-284061.57453178446,0.31221737651984083,3_worldpop_safe,0.11855030406865003,0.0029395803990469385,0.5731660353694085,0.5673455722153549,224,4407.343036321872,4420.989620529293
3_estimated_outflow_pop_from_1_outflow_max_hour0,4_flood_p95,14.938691811960929,0.9499848258327233,4_waste_count_final,-47.793454107039885,0.31226130733352475,3_worldpop,0.11855002409810765,0.0029406176928191597,0.5731637828357887,0.5673432889653677,224,4407.344218435389,4420.990802642809
3_estimated_outflow_pop_from_1_outflow_max_hour0,4_flood_p95,14.938691811960929,0.9499848258327233,4_waste_count_final,-47.793454107039885,0.31226130733352475,3_worldpop_safe,0.11855002409810765,0.0029406176928191597,0.5731637828357887,0.5673432889653677,224,4407.344218435389,4420.990802642809
3_estimated_outflow_pop_from_1_outflow_accumulated_hour0,4_flood_p95,-11.122570612272717,0.9685111949036134,4_waste_per_quadkey_area,-363438.20071095834,0.2532901185507975,3_worldpop,0.14270029399164103,0.001598515433320265,0.5707552136007642,0.564901875604411,224,4485.897443975582,4499.544028183002
3_estimated_outflow_pop_from_1_outflow_accumulated_hour0,4_flood_p95,-11.122570612272717,0.9685111949036134,4_waste_per_quadkey_area,-363438.20071095834,0.2532901185507975,3_worldpop_safe,0.14270029399164103,0.001598515433320265,0.5707552136007642,0.564901875604411,224,4485.897443975582,4499.544028183002
3_estimated_outflow_pop_from_1_outflow_accumulated_hour0,4_flood_p95,-11.126691837607027,0.9684999566613208,4_waste_count_final,-61.14856078613826,0.2533371381448535,3_worldpop,0.14269991569401186,0.0015991908453994958,0.5707525723008422,0.5648991982867628,224,4485.898822325141,4499.545406532561
3_estimated_outflow_pop_from_1_outflow_accumulated_hour0,4_flood_p95,-11.126691837607027,0.9684999566613208,4_waste_count_final,-61.14856078613826,0.2533371381448535,3_worldpop_safe,0.14269991569401186,0.0015991908453994958,0.5707525723008422,0.5648991982867628,224,4485.898822325141,4499.545406532561
3_estimated_outflow_pop_from_2_outflow_max,4_flood_p95,52.625151035107365,0.9194064122735615,4_waste_count,173.13909527103147,1.850566953100477e-06,3_fb_baseline_median,1.439836835353826,0.00997169232260742,0.5674603604569572,0.5621854868039933,250,5117.800232065893,5131.886075737342
3_estimated_outflow_pop_from_2_outflow_max,4_flood_p95,69.26175224999578,0.9044391913511446,4_waste_count,173.0474330709854,1.8392846183638271e-06,3_fb_baseline_safe,1.4325238864959806,0.010955029667687051,0.5635468443497447,0.5579751019371882,239,4903.672067970177,4917.577922177903
3_estimated_outflow_pop_from_2_outflow_max,4_flood_p95,90.72030681649676,0.8922805862568176,4_waste_count_final,172.56380929970368,1.9914464598188193e-06,3_fb_baseline_median,1.4236096675343959,0.011885606561341742,0.5578560028219852,0.5518267664968304,224,4610.705507799343,4624.352092006763
3_estimated_outflow_pop_from_2_outflow_max,4_flood_p95,90.72163214664505,0.8922792588748661,4_waste_per_quadkey_area,1025589.2439123827,1.993899287093494e-06,3_fb_baseline_median,1.4236960715575497,0.011882514742093743,0.5578499095072433,0.551820590091433,224,4610.708594787079,4624.3551789944995
3_estimated_outflow_pop_from_2_outflow_max,4_flood_p95,89.79650454618672,0.8941682086092589,4_waste_count_final,172.52595623295144,2.001055979801925e-06,3_fb_baseline_safe,1.4184722994978296,0.012538124919684042,0.5551288841749128,0.5488923732054023,218,4493.308417607128,4506.846397858284
3_estimated_outflow_pop_from_2_outflow_max,4_flood_p95,89.79783291398992,0.8941668853203021,4_waste_per_quadkey_area,1025364.2677654799,2.0035184837838203e-06,3_fb_baseline_safe,1.4185586706989677,0.012534850931926602,0.5551227530518239,0.5488861561319897,218,4493.311422018014,4506.84940226917
3_estimated_outflow_pop_from_1_outflow_max_hour0,4_flood_p95,10.93891789741113,0.9659500409880664,4_waste_per_population,-113.93699580547315,0.7186617331259351,3_worldpop,0.09265372716115294,1.3720517751410632e-06,0.5522345932440452,0.5461287013337368,224,4418.0668915361375,4431.713475743558
3_estimated_outflow_pop_from_1_outflow_max_hour0,4_flood_p95,10.93891789741113,0.9659500409880664,4_waste_per_population,-113.93699580547315,0.7186617331259351,3_worldpop_safe,0.09265372716115294,1.3720517751410632e-06,0.5522345932440452,0.5461287013337368,224,4418.0668915361375,4431.713475743558
3_estimated_outflow_pop_from_1_outflow_accumulated_hour0,4_flood_p95,-17.59798505374915,0.9528815552348314,4_waste_per_population,-136.32854568904636,0.7340985494410834,3_worldpop,0.1095622019392532,3.2565607520778214e-06,0.546420245230769,0.5402350667566431,224,4498.2496473822275,4511.896231589648
3_estimated_outflow_pop_from_1_outflow_accumulated_hour0,4_flood_p95,-17.59798505374915,0.9528815552348314,4_waste_per_population,-136.32854568904636,0.7340985494410834,3_worldpop_safe,0.1095622019392532,3.2565607520778214e-06,0.546420245230769,0.5402350667566431,224,4498.2496473822275,4511.896231589648
3_estimated_excess_displacement_pop,4_flood_p95,-478.4896178983894,0.06742507462920087,4_waste_count,45.20982810620632,0.3745290195121066,3_worldpop,0.07739549734335321,0.13086250997719173,0.5444716146367656,0.5389163904250189,250,4972.667690566667,4986.753534238116
3_estimated_excess_displacement_pop,4_flood_p95,-481.3294596650376,0.06633288946458976,4_waste_count,45.190702954869444,0.3746909303513194,3_worldpop_safe,0.07735799583904693,0.13114303775318287,0.5438871810422057,0.538279236546823,248,4934.902918187602,4948.956633172262
3_estimated_excess_displacement_pop,4_flood_p95,-585.1935582481574,0.08203042682889236,4_waste_count_final,45.17899781895734,0.37335533956412836,3_worldpop,0.07733260011981158,0.13319171463039553,0.5362373037920936,0.5299132670256221,224,4480.298994846984,4493.945579054404
3_estimated_excess_displacement_pop,4_flood_p95,-585.1935582481574,0.08203042682889236,4_waste_count_final,45.17899781895734,0.37335533956412836,3_worldpop_safe,0.07733260011981158,0.13319171463039553,0.5362373037920936,0.5299132670256221,224,4480.298994846984,4493.945579054404
3_estimated_excess_displacement_pop,4_flood_p95,-585.1922603517044,0.08203043739655401,4_waste_per_quadkey_area,268461.978666645,0.37344019926635164,3_worldpop,0.07733786505886257,0.13315668198196948,0.5362321183071115,0.5299080108294811,224,4480.301499451497,4493.948083658917
3_estimated_excess_displacement_pop,4_flood_p95,-585.1922603517044,0.08203043739655401,4_waste_per_quadkey_area,268461.978666645,0.37344019926635164,3_worldpop_safe,0.07733786505886257,0.13315668198196948,0.5362321183071115,0.5299080108294811,224,4480.301499451497,4493.948083658917
3_estimated_excess_displacement_pop,4_flood_p95,-376.5472331459306,0.13026241411477324,4_waste_count,93.30402050350665,7.01761707852445e-05,3_fb_baseline_median,1.7376537881537915,0.0002856479823809712,0.5271629617514135,0.5213966564069186,250,4981.990882921891,4996.07672659334
3_estimated_excess_displacement_pop,4_flood_p95,-417.3883916286623,0.12894702708552064,4_waste_count,93.43632454877417,7.131431234642401e-05,3_fb_baseline_safe,1.7416554593712241,0.0003146158901229509,0.523597788116319,0.5175160577518465,239,4773.712631361315,4787.618485569042
3_estimated_excess_displacement_pop,4_flood_p95,-590.0659890128204,0.0746965732880673,4_waste_per_population,168.08230836722046,0.6030384212298413,3_worldpop,0.10177958559344182,9.364944538007025e-05,0.5220505379153128,0.5155330452505216,224,4487.048564690716,4500.695148898137
3_estimated_excess_displacement_pop,4_flood_p95,-590.0659890128204,0.0746965732880673,4_waste_per_population,168.08230836722046,0.6030384212298413,3_worldpop_safe,0.10177958559344182,9.364944538007025e-05,0.5220505379153128,0.5155330452505216,224,4487.048564690716,4500.695148898137
3_estimated_excess_displacement_pop,4_flood_p95,-565.9094715768848,0.09718161495700811,4_waste_per_svi_count,2.52841861608848,0.9883450297828391,3_worldpop,0.10157069941414162,0.018604834542575003,0.5212305340965605,0.5147018595615136,224,4487.432545596718,4501.079129804139
3_estimated_excess_displacement_pop,4_flood_p95,-565.9094715768848,0.09718161495700811,4_waste_per_svi_count,2.52841861608848,0.9883450297828391,3_worldpop_safe,0.10157069941414162,0.018604834542575003,0.5212305340965605,0.5147018595615136,224,4487.432545596718,4501.079129804139
3_estimated_excess_displacement_pop,4_flood_p95,-484.94340433637086,0.12618801054949264,4_waste_count_final,93.359634276729,7.776183362418259e-05,3_fb_baseline_median,1.7430351049192818,0.00033593644680927963,0.518509679098459,0.5119439019952562,224,4488.701937815368,4502.3485220227885
3_estimated_excess_displacement_pop,4_flood_p95,-484.93506897892166,0.12619688948289245,4_waste_per_quadkey_area,554836.0977882049,7.785062061692022e-05,3_fb_baseline_median,1.7431360369364817,0.0003358936089068471,0.5184962087027646,0.5119302479123478,224,4488.708204455211,4502.354788662631
3_estimated_excess_displacement_pop,4_flood_p95,-488.55048992954386,0.1261829388869686,4_waste_count_final,93.36476598706639,7.801862221498521e-05,3_fb_baseline_safe,1.742503488756746,0.0003584127941790161,0.5158309903198997,0.5090435742963468,218,4374.588222699672,4388.126202950828
3_estimated_excess_displacement_pop,4_flood_p95,-488.54212749520235,0.12619180948323738,4_waste_per_quadkey_area,554866.5922937394,7.810766530790102e-05,3_fb_baseline_safe,1.742604316982022,0.0003583673773651992,0.5158174435331973,0.5090298376014197,218,4374.594322136291,4388.132302387447
3_estimated_outflow_pop_from_2_outflow_max,4_flood_p95,224.8648487831113,0.7394469512055393,4_waste_per_svi_count,619.9969885085247,0.0002707675764244206,3_fb_baseline_median,2.1736694199180224,0.00018356803691915374,0.5033976426285272,0.49662579230073434,224,4636.7240050523405,4650.370589259761
3_estimated_outflow_pop_from_2_outflow_max,4_flood_p95,227.30141426366205,0.7386698578167418,4_waste_per_svi_count,620.2801184232841,0.0002754047014907417,3_fb_baseline_safe,2.1760967663395334,0.0001922408666614972,0.5002900795857643,0.4932848003276209,218,4518.64942605907,4532.187406310226
3_estimated_outflow_pop_from_1_outflow_accumulated_hour0,4_flood_p95,172.94704288809118,0.5109394845055097,4_waste_count,32.79195972432647,0.2965413519528419,3_fb_baseline_median,3.0135916821406665,0.0002034454095065337,0.49440054989557936,0.48823470294308646,250,5022.633808019515,5036.7196516909635
3_estimated_outflow_pop_from_1_outflow_accumulated_hour0,4_flood_p95,182.34333287036716,0.5807983915639303,4_waste_per_svi_count,158.56614869417186,0.272549969735547,3_fb_baseline_median,3.0646914561578895,2.1914421822595497e-05,0.4929465801137095,0.4860322152970783,224,4523.213381956117,4536.859966163537
3_estimated_outflow_pop_from_1_outflow_accumulated_hour0,4_flood_p95,169.91349541863346,0.559581155794155,4_waste_count,32.87709620953703,0.2965344469424456,3_fb_baseline_safe,3.0252204705718615,0.00023122739041852057,0.49196423652057264,0.4854786735825375,239,4812.558739362559,4826.464593570286
3_estimated_outflow_pop_from_1_outflow_max_hour0,4_flood_p95,158.38944513873693,0.5290957814190631,4_waste_count,31.59681373395784,0.21551376474843864,3_fb_baseline_median,2.4584086734457475,0.0001156171923026924,0.4913270905396947,0.48512376237554466,250,4938.098913071698,4952.184756743147
3_estimated_outflow_pop_from_1_outflow_accumulated_hour0,4_flood_p95,186.91404127717888,0.5737959605212675,4_waste_per_svi_count,159.7088550858185,0.2701284410076621,3_fb_baseline_safe,3.0741983640011212,2.3606720465447895e-05,0.49152784703248664,0.4843997327385495,218,4407.975849046793,4421.513829297949
