variable,coefficient,std_err,z_stat,p_value
const,3918.4335228436216,2120.1081475998953,1.8482234159986373,0.06457002931459122
4_flood_p95,255.56613575620614,518.8998492324555,0.06457002931459117,0.9485163480371301
lambda,0.7698532872389291,0.04882575772343657,0.49251534016483833,0.6223550802154385
