variable,coefficient,std_err,z_stat,p_value
const,1414.6300232004724,898.7187783551849,1.5740519251077592,0.11547544553100764
4_flood_p95,128.55464158474965,428.5151883667555,0.11547544553100758,0.9080682818929093
4_waste_count,189.06824026568924,15.22503075938115,0.30000019853374,0.7641770041854004
lambda,0.46474456968852057,0.08315398383181608,0.7641770041854004,0.44476176839546055
