variable,coefficient,std_err,z_stat,p_value
const,-158.11742805819722,24.27798611248666,-6.5127901188177315,7.37676586481939e-11
4_flood_p95,22.160340784614288,15.520052828435562,7.376755025090959e-11,0.999999999941142
4_waste_per_quadkey_area,-47971.22107838927,3483.359838846967,1.4278521490605052,0.15333441903057543
3_fb_baseline_safe,0.40959342476241284,0.02319846245353159,0.15333441903057538,0.8781345591404937
rho,0.080476941314976,0.06893413026459826,-13.77153762393618,0.0
