quadkey,ts_prefix,dt,hour,baseline,crisis,change_raw,2_threshold_lower,2_n_pairs,2_low_confidence,2_change_median,2_change_mad,2_change,2_is_anomaly,2_anomaly_direction
30011010220033,20240429_0000,2024-04-29 00:00:00,0,126.59391064809996,131.1235105414435,4.52959989334353,-3.5,3.0,False,4.52959989334353,2.8194441989732724,0.0,False,
30011010220210,20240429_0000,2024-04-29 00:00:00,0,36.66848319059456,42.50492993184712,5.836446741252566,-3.5,3.0,False,3.742702037288524,2.0937447039640418,0.6745,False,
30011010220211,20240429_0000,2024-04-29 00:00:00,0,117.15770286395446,132.6443583560372,15.486655492082747,-3.5,3.0,False,12.943240661560964,2.543414830521783,0.6745,False,
30011010220212,20240429_0000,2024-04-29 00:00:00,0,30.20460096070617,29.74297362627191,-0.4616273344342581,-3.5,3.0,False,2.4378474281806746,1.3589976750478883,-1.439072165678913,False,
30011010220213,20240429_0000,2024-04-29 00:00:00,0,74.72659649166738,78.4266794593927,3.700082967725322,-3.5,3.0,False,3.700082967725322,1.1585936133139825,0.0,False,
30011010220231,20240429_0000,2024-04-29 00:00:00,0,76.301734091722,79.52104317642052,3.219309084698523,-3.5,3.0,False,3.219309084698523,2.344789726758222,0.0,False,
30011010220233,20240429_0000,2024-04-29 00:00:00,0,121.57283606600876,120.70137531846402,-0.8714607475447451,-3.5,3.0,False,-7.79931399071441,4.299510429166489,1.0868300215808115,False,
30011010220300,20240429_0000,2024-04-29 00:00:00,0,115.33575335960614,123.85195376442702,8.516200404820879,-3.5,3.0,False,8.516200404820879,5.923892524761541,0.0,False,
30011010220302,20240429_0000,2024-04-29 00:00:00,0,87.46922212380615,98.99441192427332,11.525189800467174,-3.5,3.0,False,11.218088645506867,0.3071011549603071,0.6745,False,
30011010220303,20240429_0000,2024-04-29 00:00:00,0,67.05048784560151,75.00209102013888,7.951603174537368,-3.5,3.0,False,3.430745951960411,3.78019075305118,0.8066572286509356,False,
30011010220311,20240429_0000,2024-04-29 00:00:00,0,58.96240982069281,60.58153300004087,1.6191231793480583,-3.5,3.0,False,0.7467113754851269,0.8724118038629314,0.6745,False,
30011010220312,20240429_0000,2024-04-29 00:00:00,0,89.41461170881188,82.51816448701248,-6.8964472217993915,-3.5,3.0,False,-2.563741356421062,4.33270586537833,-0.6745,False,
30011010220313,20240429_0000,2024-04-29 00:00:00,0,138.58886366351257,136.83632641654978,-1.7525372469627882,-3.5,3.0,False,-4.650523652677748,2.89798640571496,0.6745,False,
30011010220320,20240429_0000,2024-04-29 00:00:00,0,155.42769726495405,165.15996103867596,9.732263773721911,-3.5,3.0,False,8.208006513289718,1.5242572604321936,0.6745,False,
30011010220321,20240429_0000,2024-04-29 00:00:00,0,142.67746484849377,140.2943168222366,-2.3831480262571745,-3.5,3.0,False,-2.749507726605998,0.3663597003488235,0.6745,False,
30011010220322,20240429_0000,2024-04-29 00:00:00,0,356.9923392988997,354.321039209687,-2.671300089212707,-3.5,3.0,False,-3.2340245512359047,0.5627244620231977,0.6745,False,
30011010220323,20240429_0000,2024-04-29 00:00:00,0,336.8944570373072,332.21799947686463,-4.676457560442543,-3.5,3.0,False,-7.913404602349829,3.2369470419072854,0.6745,False,
30011010220330,20240429_0000,2024-04-29 00:00:00,0,180.22844446346755,175.45544355657876,-4.773000906888797,-3.5,3.0,False,-2.9097785416827833,1.8632223652060134,-0.6745,False,
30011010220331,20240429_0000,2024-04-29 00:00:00,0,228.6865155452944,245.4187084831195,16.73219293782509,-3.5,3.0,False,-13.036293709256995,5.431290166257725,3.696882992589516,False,
30011010220332,20240429_0000,2024-04-29 00:00:00,0,523.9743456291424,504.6586727389867,-19.315672890155668,-3.5,3.0,False,-21.508244586222304,2.1925716960666364,0.6745,False,
30011010220333,20240429_0000,2024-04-29 00:00:00,0,372.82662407314376,377.1411693842636,4.3145453111198435,-3.5,3.0,False,-2.2698255867347257,6.584370897854569,0.6745,False,
30011010221032,20240429_0000,2024-04-29 00:00:00,0,64.41950058078774,65.17491252765205,0.7554119468643137,-3.5,3.0,False,-5.962731065270468,0.9576959864057741,4.731551062139431,False,
30011010221033,20240429_0000,2024-04-29 00:00:00,0,116.67315676103112,118.48623149505369,1.813074734022564,-3.5,3.0,False,1.813074734022564,0.4990119462201079,0.0,False,
30011010221122,20240429_0000,2024-04-29 00:00:00,0,73.45105134717426,69.78484752933879,-3.6662038178354663,-3.5,3.0,False,-1.1226754472576488,2.5435283705778176,-0.6745,False,
30011010221133,20240429_0000,2024-04-29 00:00:00,0,178.88274425297135,172.84729088754804,-6.035453365423308,-3.5,3.0,False,-8.01161478342172,1.9761614179984122,0.6745,False,
30011010221200,20240429_0000,2024-04-29 00:00:00,0,119.30960313603352,122.38392619328208,3.074323057248563,-3.5,3.0,False,3.074323057248563,0.13849395574020207,0.0,False,
30011010221201,20240429_0000,2024-04-29 00:00:00,0,129.74082754540288,126.2298380103859,-3.510989535016975,-3.5,3.0,False,-3.510989535016975,3.999788816186779,0.0,False,
30011010221202,20240429_0000,2024-04-29 00:00:00,0,314.55452651724397,323.4954661603717,8.940939643127706,-3.5,3.0,False,1.1385705675090207,7.802369075618685,0.6745,False,
30011010221203,20240429_0000,2024-04-29 00:00:00,0,300.97911695961204,307.60972153016127,6.630604570549224,-3.5,3.0,False,-7.054364462581532,1.631195943263947,5.658738700868071,False,
30011010221210,20240429_0000,2024-04-29 00:00:00,0,158.58000054234924,147.70892659643312,-10.871073945916123,-3.5,3.0,False,-13.265171207436111,2.3940972615199883,0.6745,False,
30011010221211,20240429_0000,2024-04-29 00:00:00,0,301.82952284916126,279.0396376930974,-22.78988515606386,-3.5,3.0,False,-26.918020485881698,4.128135329817837,0.6745,False,
30011010221212,20240429_0000,2024-04-29 00:00:00,0,255.79291352761615,256.48231680622115,0.6894032786049991,-3.5,3.0,False,-1.2153089243925592,1.9047122029975583,0.6745,False,
30011010221213,20240429_0000,2024-04-29 00:00:00,0,419.87909291758376,422.25996207178247,2.380869154198706,-3.5,3.0,False,-24.133914045864913,13.467941085149675,1.3279105659411305,False,
30011010221220,20240429_0000,2024-04-29 00:00:00,0,404.15066260742,413.7329522655831,9.58228965816312,-3.5,3.0,False,-19.720519071026786,9.955463063770537,1.9853164399520038,False,
30011010221221,20240429_0000,2024-04-29 00:00:00,0,831.499706504067,845.0649468777598,13.565240373692745,-3.5,3.0,False,-7.6764331771285015,21.241673550821247,0.6745,False,
30011010221222,20240429_0000,2024-04-29 00:00:00,0,467.03816819743383,506.35132487276,39.313156675326184,-3.5,3.0,False,15.61241605762774,23.700740617698443,0.6745,False,
30011010221223,20240429_0000,2024-04-29 00:00:00,0,792.9245081560755,855.251970297505,62.327462141429464,-3.5,3.0,False,-2.5499586226176234,44.26267968167883,0.9886392016943969,False,
30011010221230,20240429_0000,2024-04-29 00:00:00,0,622.93879130353,656.8788074186177,33.9400161150877,-3.5,3.0,False,0.4026216804343221,8.978603790759507,2.5194309798428223,False,
30011010221231,20240429_0000,2024-04-29 00:00:00,0,448.2931974026403,479.0764988055398,30.783301402899497,-3.5,3.0,False,-18.25087694122658,3.4410541803216006,9.611459616721868,False,
30011010221232,20240429_0000,2024-04-29 00:00:00,0,973.3284472200896,966.75472807985,-6.573719140239632,-3.5,3.0,False,-29.932335631387446,1.1956335018985556,13.177438402538153,False,
30011010221233,20240429_0000,2024-04-29 00:00:00,0,919.9158540536916,931.94134986377,12.025495810078382,-3.5,3.0,False,0.9849375932197972,11.040558216858585,0.6745,False,
30011010221300,20240429_0000,2024-04-29 00:00:00,0,224.2374287610124,191.6900161247908,-32.54741263622162,-3.5,3.0,False,-21.576408023363086,9.358397811612548,-0.7907275113044159,False,
30011010221301,20240429_0000,2024-04-29 00:00:00,0,132.8125675556496,128.41175918210234,-4.40080837354725,-3.5,3.0,False,-5.939283432537479,1.5384750589902296,0.6745,False,
30011010221302,20240429_0000,2024-04-29 00:00:00,0,752.724365619807,693.9144942892514,-58.809871330555666,-3.5,3.0,False,-47.07297796307603,10.381723598335157,-0.7625453039064278,False,
30011010221303,20240429_0000,2024-04-29 00:00:00,0,319.7544981303004,317.90468505611483,-1.8498130741855903,-3.5,3.0,False,-12.783304920525154,10.933491846339564,0.6745,False,
30011010221311,20240429_0000,2024-04-29 00:00:00,0,363.1294909186073,379.72446925116833,16.594978332561027,-3.5,3.0,False,-6.3771823130700795,2.3075222959591315,6.714874383927777,False,
30011010221312,20240429_0000,2024-04-29 00:00:00,0,552.9876579491834,574.5348714938733,21.547213544689953,-3.5,3.0,False,-3.585177414705072,1.9974646031804468,8.486657373112184,False,
30011010221313,20240429_0000,2024-04-29 00:00:00,0,1177.8940802150444,1227.3404085518057,49.446328336761326,-3.5,3.0,False,36.5810356288373,12.865292707924027,0.6745,False,
30011010221320,20240429_0000,2024-04-29 00:00:00,0,611.809239120788,740.0564082807533,128.24716915996532,-3.5,3.0,False,-12.559063587322271,59.86237464651572,1.5865358591078447,False,
30011010221321,20240429_0000,2024-04-29 00:00:00,0,493.2379343269506,513.3112453030868,20.073310976136213,-3.5,3.0,False,-20.785340606601437,3.9423477118144774,6.99054535701326,False,
30011010221322,20240429_0000,2024-04-29 00:00:00,0,892.8283210438964,965.345826247458,72.51750520356165,-3.5,3.0,False,-31.011298322148377,27.39021916597858,2.5494567077005192,False,
30011010221323,20240429_0000,2024-04-29 00:00:00,0,977.1750092282416,975.8900306951696,-1.2849785330720351,-3.5,3.0,False,-36.11166306569032,27.2367223534377,0.8624605564658244,False,
30011010221330,20240429_0000,2024-04-29 00:00:00,0,1036.3840703503154,1039.2141525853845,2.830082235069085,-3.5,3.0,False,-24.0143892463758,26.844471481444884,0.6745000000000001,False,
30011010221331,20240429_0000,2024-04-29 00:00:00,0,2211.3251921710216,2197.989447731705,-13.33574443931684,-3.5,3.0,False,-74.77025360060452,11.452851577149886,3.6181012344526113,False,
30011010221332,20240429_0000,2024-04-29 00:00:00,0,2267.978319778014,2245.9316714636034,-22.046648314410504,-3.5,3.0,False,-22.046648314410504,30.757733504136922,0.0,False,
30011010221333,20240429_0000,2024-04-29 00:00:00,0,2851.697914839557,2982.6819758266056,130.98406098704845,-3.5,3.0,False,-177.2770020337257,60.18534482223322,3.45469628231993,False,
30011010222011,20240429_0000,2024-04-29 00:00:00,0,156.47448231441925,159.92310817083572,3.44862585641647,-3.5,3.0,False,0.809380449836766,2.639245406579704,0.6745,False,
30011010222013,20240429_0000,2024-04-29 00:00:00,0,135.16598870048648,135.08438073509507,-0.08160796539141302,-3.5,3.0,False,-4.516384160772759,2.1506233474128464,1.3908788572313862,False,
30011010222031,20240429_0000,2024-04-29 00:00:00,0,135.3965741664486,137.2960239201681,1.8994497537194945,-3.5,3.0,False,-0.1717218734725776,2.071171627192072,0.6745,False,
30011010222100,20240429_0000,2024-04-29 00:00:00,0,666.2860735967126,704.8394758633857,38.55340226667306,-3.5,3.0,False,1.9753377506042398,15.077447335586385,1.6363449307401536,False,
30011010222101,20240429_0000,2024-04-29 00:00:00,0,788.3000807135837,788.3115424462403,0.0114617326565849,-3.5,3.0,False,0.0114617326565849,3.776047423037312,0.0,False,
30011010222102,20240429_0000,2024-04-29 00:00:00,0,418.1450041459347,427.1060211155559,8.961016969621198,-3.5,3.0,False,-8.175602441996716,4.93286420929627,2.3431923731760818,False,
30011010222103,20240429_0000,2024-04-29 00:00:00,0,631.8217508753897,615.7918590991882,-16.029891776201566,-3.5,3.0,False,-16.029891776201566,2.3091434549169207,0.0,False,
30011010222110,20240429_0000,2024-04-29 00:00:00,0,581.0356643708282,571.2091471021863,-9.826517268641851,-3.5,3.0,False,-9.826517268641851,5.1583884862831155,0.0,False,
30011010222111,20240429_0000,2024-04-29 00:00:00,0,637.86163420528,634.7755009958819,-3.086133209398099,-3.5,3.0,False,-14.876978845287226,11.790845635889127,0.6745,False,
