quadkey,ts_prefix,dt,hour,baseline,crisis,change_raw,2_threshold_lower,2_n_pairs,2_low_confidence,2_change_median,2_change_mad,2_change,2_is_anomaly,2_anomaly_direction
30011010232102,20240430_0000,2024-04-30 00:00:00,0,185.45069959353972,164.66700247341026,-20.78369712012946,-3.5,3.0,False,2.483909141160723,2.599327956990436,-6.037714625826252,True,outflow
30011010232112,20240430_0000,2024-04-30 00:00:00,0,88.47401312406818,70.73797864229837,-17.736034481769806,-3.5,3.0,False,1.0809489779886405,3.189537055119075,-3.979278222598746,True,outflow
30011010232113,20240430_0000,2024-04-30 00:00:00,0,61.826647966684675,47.51271807570229,-14.313929890982386,-3.5,3.0,False,5.236784077516525,2.3204700119306807,-5.682881702392993,True,outflow
30011010232121,20240430_0000,2024-04-30 00:00:00,0,194.38538465232728,151.4051578773004,-42.980226775026864,-3.5,3.0,False,8.697614421864529,6.612034182643413,-5.271706546648243,True,outflow
30011010232122,20240430_0000,2024-04-30 00:00:00,0,132.8071808308018,112.37854469599404,-20.42863613480776,-3.5,3.0,False,2.7769085592913996,3.881542037577816,-4.032454046520447,True,outflow
30011010232130,20240430_0000,2024-04-30 00:00:00,0,193.99455070740416,152.8079432981507,-41.18660740925347,-3.5,3.0,False,11.398330287478359,3.568786698647756,-9.938543116035754,True,outflow
30011010232133,20240430_0000,2024-04-30 00:00:00,0,58.57786248060109,45.97427319295048,-12.603589287650614,-3.5,3.0,False,5.218715785455011,2.06760302802774,-5.814048736075105,True,outflow
30011010233002,20240430_0000,2024-04-30 00:00:00,0,52.19851122271776,45.53247567363237,-6.666035549085393,-3.5,3.0,False,3.511207094270034,0.7934728445294894,-8.65127295819903,True,outflow
30011010220212,20240430_0800,2024-04-30 08:00:00,8,30.658273156186592,27.64931549548764,-3.0089576606989503,-3.5,4.0,False,-0.024839430405430463,0.30056376919704775,-6.696707829124302,True,outflow
30011010221300,20240430_0800,2024-04-30 08:00:00,8,261.8207780672953,193.33291531302424,-68.48786275427105,-3.5,4.0,False,-18.98799840702219,6.633586405003513,-5.033123330848009,True,outflow
30011010230213,20240430_0800,2024-04-30 08:00:00,8,440.5201455997857,234.8343192585735,-205.6858263412122,-3.5,4.0,False,-33.47457842787719,30.874648470854282,-3.762196250661651,True,outflow
30011010232001,20240430_0800,2024-04-30 08:00:00,8,1151.3490613263132,861.8946747427447,-289.4543865835685,-3.5,4.0,False,-72.96136548882521,41.20797030737117,-3.5435994939620667,True,outflow
30011010232103,20240430_0800,2024-04-30 08:00:00,8,121.32423952768173,94.63896213592966,-26.685277391752066,-3.5,4.0,False,-1.8435190601747067,2.580250602849979,-6.4938521770488435,True,outflow
30011010232110,20240430_0800,2024-04-30 08:00:00,8,34.06798109204968,23.795547544802684,-10.272433547246994,-3.5,4.0,False,2.3890102374891597,2.151297668074907,-3.969763905543904,True,outflow
30011010232120,20240430_0800,2024-04-30 08:00:00,8,280.78098856133556,227.0300794607296,-53.75090910060595,-3.5,4.0,False,-25.60108692724485,4.198463881506754,-4.522381421349264,True,outflow
30011010232130,20240430_0800,2024-04-30 08:00:00,8,208.55588526831417,148.28063338858666,-60.275251879727506,-3.5,4.0,False,-9.724745316041535,6.021884194978256,-5.662067813532457,True,outflow
30011010232131,20240430_0800,2024-04-30 08:00:00,8,110.73186928087202,72.3212656818075,-38.410603599064515,-3.5,4.0,False,-11.48755863364002,4.636097749380333,-3.9169997724068817,True,outflow
30011010220033,20240430_1600,2024-04-30 16:00:00,16,79.91977061038034,70.40045091605822,-9.519319694322121,-3.5,3.0,False,3.081419082080245,1.411464235386802,-6.0215470513528455,True,outflow
30011010220212,20240430_1600,2024-04-30 16:00:00,16,20.098570699941835,18.70305198058803,-1.395518719353806,-3.5,3.0,False,1.001581294687913,0.0012630829229927087,-1280.0774438785384,True,outflow
30011010220213,20240430_1600,2024-04-30 16:00:00,16,56.52221514395563,54.02866771508662,-2.4935474288690074,-3.5,3.0,False,-0.8728158815907747,0.3006927249621967,-3.6355499747345195,True,outflow
30011010221122,20240430_1600,2024-04-30 16:00:00,16,52.50128662768314,46.335072779134165,-6.166213848548978,-3.5,3.0,False,1.429746677760086,0.32944580190960693,-15.551800463984174,True,outflow
30011010221231,20240430_1600,2024-04-30 16:00:00,16,324.485147342438,302.0835437280323,-22.4016036144057,-3.5,3.0,False,-9.970815334389783,0.7705553089098203,-10.881200347231662,True,outflow
30011010221232,20240430_1600,2024-04-30 16:00:00,16,629.7051343046681,537.9440897010056,-91.76104460366253,-3.5,3.0,False,-13.454239139886454,6.594716841908053,-8.009129360895367,True,outflow
30011010221233,20240430_1600,2024-04-30 16:00:00,16,582.2498095287515,442.3851681131284,-139.8646414156231,-3.5,3.0,False,-40.52340952511918,1.4398265715542493,-46.537313752873935,True,outflow
