quadkey,hour,1_baseline_median,1_n_samples,1_low_confidence
30011010223202,0,547.2875463087161,3,False
30011010223203,0,500.3982901343958,3,False
30011010223210,0,2019.331843786372,3,False
30011010223211,0,2347.5145231009483,3,False
30011010223212,0,509.71248272961174,3,False
30011010223220,0,478.66330967131825,3,False
30011010223221,0,375.8327284930224,3,False
30011010223222,0,1077.1427826708114,3,False
30011010223223,0,960.7075076245184,3,False
30011010223232,0,245.1756577791376,3,False
30011010223233,0,69.0789729702603,3,False
30011010223300,0,3000.107069917885,3,False
30011010223301,0,2692.708315770038,3,False
30011010223303,0,,1,True
30011010223310,0,2614.053055976574,3,False
30011010223311,0,2351.9945883931828,3,False
30011010223312,0,863.2812924407583,3,False
30011010223313,0,978.756215866926,3,False
30011010223322,0,,2,True
30011010223331,0,493.8867470045768,3,False
30011010230022,0,247.88514450212477,3,False
30011010230023,0,444.9361197847846,3,False
30011010230032,0,768.3920722304847,3,False
30011010230033,0,524.2733288327828,3,False
30011010230200,0,671.6404799049134,3,False
30011010230201,0,1081.0047902349584,3,False
30011010230202,0,990.7052576445208,3,False
30011010230203,0,725.9761331922635,3,False
30011010230210,0,1253.9923313012978,3,False
30011010230211,0,526.1263247826405,3,False
30011010230212,0,742.4343141506007,3,False
30011010230213,0,422.9482371960984,3,False
30011010230220,0,2106.781847668962,3,False
30011010230221,0,846.5999024578555,3,False
30011010230222,0,2294.163696173378,3,False
30011010230223,0,835.8271705899489,3,False
30011010230230,0,422.97772477719445,3,False
30011010230232,0,449.9263738486314,3,False
30011010230233,0,132.050237903928,3,False
30011010232000,0,1975.096167071453,3,False
30011010232001,0,942.52863550673,3,False
30011010232002,0,2147.872111830689,3,False
30011010232003,0,1070.023940875147,3,False
30011010232010,0,346.7103419798229,3,False
30011010232011,0,247.46730150956904,3,False
30011010232012,0,604.646508477487,3,False
30011010232013,0,517.7664766493621,3,False
30011010232020,0,1521.527345737935,3,False
30011010232021,0,1203.7495385481411,3,False
30011010232022,0,1409.317000326476,3,False
30011010232023,0,513.8282727708149,3,False
30011010232030,0,1112.5226706791534,3,False
30011010232031,0,588.8901860296057,3,False
30011010232032,0,302.87423126171797,3,False
30011010232033,0,318.9732490438448,3,False
30011010232100,0,87.2376774993823,3,False
30011010232102,0,185.45069959353972,3,False
30011010232103,0,102.0070341661734,3,False
30011010232110,0,,2,True
30011010232112,0,92.16819762423236,3,False
30011010232113,0,61.7392716116231,3,False
30011010232120,0,233.88389032055437,3,False
30011010232121,0,201.3292885537562,3,False
30011010232122,0,132.8071808308018,3,False
30011010232123,0,89.4577525663731,3,False
30011010232130,0,189.27383748718503,3,False
30011010232131,0,105.29898241427018,3,False
30011010232132,0,66.3078036088229,3,False
30011010232133,0,52.04511356052065,3,False
30011010232200,0,1238.6196422999533,3,False
30011010232201,0,,1,True
30011010232202,0,675.3559159940243,3,False
30011010232203,0,399.35469715399944,3,False
30011010232210,0,132.30038463678608,3,False
30011010232220,0,911.3810963126832,3,False
30011010232221,0,691.8032290671196,3,False
30011010232222,0,461.56926789701606,3,False
30011010232223,0,1051.9833242376003,3,False
30011010233000,0,,2,True
30011010233002,0,52.19851122271776,3,False
30011010233020,0,163.24066207124986,3,False
30011012000110,0,307.51642400209164,3,False
30011012000111,0,260.56929814695025,3,False
30011012001000,0,304.609176232182,3,False
30011012001001,0,246.61433150472925,3,False
30011012001010,0,112.70260200039677,3,False
30011012001110,0,,2,True
30011012010001,0,483.1639135357181,3,False
30011012010003,0,254.3903329247801,3,False
30011012010012,0,570.8796828984068,3,False
30011012010013,0,425.169649206362,3,False
30011012010020,0,163.8126663068218,3,False
30011012010021,0,421.8333487680276,3,False
30011012010022,0,228.1649696021997,3,False
30011012010023,0,916.4342879747284,3,False
30011012010030,0,755.0688508414934,3,False
30011012010031,0,410.3839364132065,3,False
30011012010032,0,1274.8262876800386,3,False
30011012010102,0,180.75501991588217,3,False
30011012010120,0,209.31999741993096,3,False
30011012010200,0,168.58204380641604,3,False
30011012010201,0,432.0277423004024,3,False
30011012010202,0,112.78307018193873,3,False
30011012010203,0,208.0250366828268,3,False
30011012010210,0,375.15048775165536,3,False
30011012010220,0,39.84224018905234,3,False
30011012010221,0,66.82986990466233,3,False
30011010220033,8,109.54211780166648,4,False
30011010220210,8,36.6455033634125,4,False
30011010220211,8,109.10642359768514,4,False
30011010220212,8,31.623912532268687,4,False
30011010220213,8,83.0824602753871,4,False
30011010220231,8,92.30954238227487,4,False
30011010220233,8,124.58580866266746,4,False
30011010220300,8,116.64375692083128,4,False
30011010220302,8,90.44442342538578,4,False
30011010220303,8,71.46212950225114,4,False
30011010220311,8,58.95868035851963,4,False
30011010220312,8,82.585689991003,4,False
30011010220313,8,148.26034017593528,4,False
30011010220320,8,180.6665826014014,4,False
30011010220321,8,155.88909757979138,4,False
30011010220322,8,390.1301077737302,4,False
30011010220323,8,407.5325540577646,4,False
30011010220330,8,201.37360755655214,4,False
30011010220331,8,279.2169372657137,4,False
30011010220332,8,572.5610369906375,4,False
30011010220333,8,466.3241580685324,4,False
30011010221032,8,70.39427140294791,4,False
30011010221033,8,130.35185589518,4,False
30011010221122,8,84.27184320159557,4,False
30011010221133,8,140.98699410422864,4,False
30011010221200,8,136.7718348945457,4,False
30011010221201,8,142.8024378754726,4,False
30011010221202,8,372.7957004004309,4,False
30011010221203,8,363.763477826639,4,False
30011010221210,8,173.07563876854573,4,False
30011010221211,8,347.2271983585399,4,False
30011010221212,8,281.41456834769673,4,False
30011010221213,8,436.4425101898022,4,False
30011010221220,8,513.5017063912156,4,False
30011010221221,8,1047.1024257965528,4,False
30011010221222,8,587.4615737102758,4,False
30011010221223,8,940.0033904625607,4,False
30011010221230,8,656.9759038875995,4,False
30011010221231,8,444.0848704730584,4,False
30011010221232,8,786.1348100573351,4,False
30011010221233,8,682.4475165987369,4,False
30011010221300,8,242.11903277195435,4,False
30011010221301,8,152.07427255954155,4,False
30011010221302,8,704.0771501568026,4,False
30011010221303,8,358.252273289905,4,False
30011010221311,8,390.9562757009322,4,False
30011010221312,8,663.8369952903302,4,False
30011010221313,8,1402.9883447299935,4,False
30011010221320,8,741.0055175560688,4,False
30011010221321,8,545.9182140973393,4,False
30011010221322,8,728.0346119062749,4,False
30011010221323,8,960.7488082606302,4,False
30011010221330,8,1237.4761897936205,4,False
30011010221331,8,2792.2845658723477,4,False
30011010221332,8,2419.718009164728,4,False
30011010221333,8,3593.47888588067,4,False
30011010222011,8,159.31743724246414,4,False
30011010222013,8,146.606181878011,4,False
30011010222031,8,152.91836139624502,4,False
30011010222100,8,669.8090970530326,4,False
30011010222101,8,990.9246826756632,4,False
30011010222102,8,448.4955401207152,4,False
30011010222103,8,756.3912134769557,4,False
30011010222110,8,748.9970517850824,4,False
30011010222111,8,775.6675226781849,4,False
30011010222112,8,1380.04628149598,4,False
30011010222113,8,1518.0060804343798,4,False
30011010222120,8,302.0876221229603,4,False
30011010222121,8,503.27867935583026,4,False
30011010222122,8,177.7055735908275,4,False
30011010222123,8,351.9090318311187,4,False
30011010222130,8,870.9861613594742,4,False
30011010222131,8,1801.1047213679394,4,False
30011010222132,8,448.31445899886035,4,False
30011010222133,8,767.9307578367345,4,False
30011010222213,8,236.55784125224721,4,False
30011010222231,8,155.3305662920628,4,False
30011010222300,8,271.57137767582776,4,False
30011010222301,8,376.55903384547173,4,False
30011010222302,8,697.5341604318656,4,False
30011010222303,8,270.81211478394385,4,False
30011010222310,8,351.38844023978737,4,False
30011010222311,8,390.8798682239608,4,False
30011010222312,8,209.02296781469528,4,False
30011010222313,8,307.5686926695104,4,False
30011010222320,8,397.2891695560754,4,False
30011010222321,8,261.4298837032503,4,False
30011010222330,8,187.421716039542,4,False
30011010222331,8,363.7589115543776,4,False
30011010222332,8,274.4824287731364,4,False
30011010222333,8,597.1381110607626,4,False
30011010223000,8,792.513776205938,4,False
30011010223001,8,827.7907471676874,4,False
30011010223002,8,1766.9462202142035,4,False
30011010223003,8,1544.357020531378,4,False
30011010223010,8,1176.3668005571271,4,False
30011010223011,8,1276.6321390494475,4,False
30011010223012,8,2856.9473215906455,4,False
30011010223013,8,4239.807835212867,4,False
30011010223020,8,2713.4662951913115,4,False
30011010223021,8,2628.236765294997,4,False
30011010223022,8,1519.1985715607634,4,False
30011010223023,8,2380.032595318949,4,False
30011010223030,8,3517.1159572959787,4,False
30011010223031,8,4523.663813296078,4,False
30011010223032,8,2764.7652053534625,4,False
30011010223033,8,3261.18304747573,4,False
30011010223100,8,1329.0429430825511,4,False
30011010223101,8,1685.1981136210309,4,False
30011010223102,8,4705.494069572767,4,False
30011010223103,8,3991.131482191819,4,False
30011010223110,8,2863.023017029728,4,False
30011010223111,8,2796.8536608320783,4,False
30011010223112,8,3942.069949342319,4,False
30011010223113,8,3782.4788692583134,4,False
30011010223120,8,5593.64924650494,4,False
30011010223121,8,5444.143084859409,4,False
30011010223122,8,3315.830409907251,4,False
30011010223123,8,2632.8631734346145,4,False
30011010223130,8,5209.9058525020355,4,False
30011010223131,8,5284.666664871132,4,False
30011010223132,8,3810.096866732419,4,False
30011010223133,8,4640.626565289513,4,False
30011010223200,8,573.709314733179,4,False
30011010223201,8,1044.0403502662057,4,False
30011010223202,8,409.88749554687683,4,False
30011010223203,8,397.14533543505627,4,False
30011010223210,8,1823.1505018238724,4,False
30011010223211,8,1736.5804087226838,4,False
30011010223212,8,479.82591273612053,4,False
30011010223220,8,447.51975902926364,4,False
30011010223221,8,362.87136002454713,4,False
30011010223222,8,1201.5551686657086,4,False
30011010223223,8,1077.2442347392862,4,False
30011010223232,8,267.1973631087609,4,False
30011010223233,8,64.98523033288049,4,False
30011010223300,8,2119.348385433973,4,False
30011010223301,8,1564.597802281766,4,False
30011010223310,8,2453.9288992879574,4,False
30011010223311,8,2622.9079350532925,4,False
30011010223312,8,662.5552297827243,4,False
30011010223313,8,760.7881999571475,4,False
30011010223331,8,365.43738510900494,4,False
30011010230022,8,234.83506063026996,4,False
30011010230023,8,484.54931388162794,4,False
30011010230032,8,829.0447302988164,4,False
30011010230033,8,610.702949831136,4,False
30011010230200,8,717.8261481155157,4,False
30011010230201,8,1127.8073333848974,4,False
30011010230202,8,1048.4394018904104,4,False
30011010230203,8,673.7909421365413,4,False
30011010230210,8,1192.3586546423812,4,False
30011010230211,8,577.4115797946706,4,False
30011010230212,8,738.7626017435576,4,False
30011010230213,8,442.9847942267944,4,False
30011010230220,8,2419.5184185540074,4,False
30011010230221,8,988.8372027079896,4,False
30011010230222,8,2989.419662892577,4,False
30011010230223,8,1028.6293173339939,4,False
30011010230230,8,479.1950757796222,4,False
30011010230232,8,506.1867556584792,4,False
30011010230233,8,133.28594899198055,4,False
30011010232000,8,2531.6317556409394,4,False
30011010232001,8,1145.1929067634692,4,False
30011010232002,8,2619.6796322484597,4,False
30011010232003,8,1340.141613075134,4,False
30011010232010,8,399.016157861234,4,False
30011010232011,8,227.25657032987186,4,False
30011010232012,8,718.3239144456995,4,False
30011010232013,8,501.82592954767995,4,False
30011010232020,8,1829.2247532354413,4,False
30011010232021,8,1477.8353740205364,4,False
30011010232022,8,1539.9285143011014,4,False
30011010232023,8,585.8213122993772,4,False
30011010232030,8,1327.289889586544,4,False
30011010232031,8,709.5596028793564,4,False
30011010232032,8,365.3637601987857,4,False
30011010232033,8,408.4826890356401,4,False
30011010232100,8,84.51076841196821,4,False
30011010232101,8,41.088694851472184,4,False
30011010232102,8,202.6896549107971,4,False
30011010232103,8,121.36653078143478,4,False
30011010232110,8,30.061107329548843,4,False
30011010232112,8,109.74517769417689,4,False
30011010232113,8,73.0856555486478,4,False
30011010232120,8,279.10929660023885,4,False
30011010232121,8,230.71374724960364,4,False
30011010232122,8,161.6108920894028,4,False
30011010232123,8,102.78214122181866,4,False
30011010232130,8,207.66842729276198,4,False
30011010232131,8,117.49714889667194,4,False
30011010232132,8,76.03274512153331,4,False
30011010232133,8,60.8098756967385,4,False
30011010232200,8,1192.035395094009,4,False
30011010232202,8,670.22215309353,4,False
30011010232203,8,464.61282898202825,4,False
30011010232210,8,155.16317598443155,4,False
30011010232220,8,814.1633264014065,4,False
30011010232221,8,777.0015912068773,4,False
30011010232222,8,514.7184840483797,4,False
30011010232223,8,1220.805553735924,4,False
30011010233000,8,19.453409939933827,4,False
30011010233002,8,53.82061306594224,4,False
30011010233020,8,165.40307664728383,4,False
30011012000110,8,367.74360751251845,4,False
30011012000111,8,317.18407906337467,4,False
30011012001000,8,358.2733048613694,4,False
30011012001001,8,285.0214492146016,4,False
30011012001010,8,133.2663643244609,4,False
30011012001110,8,11.197611578562954,3,False
30011012010001,8,440.2265319547158,4,False
30011012010003,8,240.34245805143232,3,False
30011012010012,8,529.6317922718457,4,False
30011012010013,8,429.37369671368265,4,False
30011012010020,8,186.11556133677976,4,False
30011012010021,8,453.2625721981756,4,False
30011012010022,8,261.1349356497964,4,False
30011012010023,8,998.3504035886717,4,False
30011012010030,8,656.764818450868,4,False
30011012010031,8,421.26728258516926,4,False
30011012010032,8,1330.772048916985,4,False
30011012010102,8,158.12658921062456,4,False
30011012010120,8,189.97993618475363,4,False
30011012010200,8,191.4624526032435,4,False
30011012010201,8,454.5755399805926,4,False
30011012010202,8,124.6256502779605,4,False
30011012010203,8,219.54423597437585,4,False
30011012010210,8,416.6286362183596,4,False
30011012010220,8,41.18870686181635,4,False
30011012010221,8,67.54548009148232,4,False
30011010220033,16,71.78981444935405,3,False
30011010220210,16,24.904347115425814,3,False
30011010220211,16,74.10138018823373,3,False
30011010220212,16,19.689871449585052,3,False
30011010220213,16,53.58503387126271,3,False
30011010220231,16,63.967071594834245,3,False
30011010220233,16,89.94461615256742,3,False
30011010220300,16,75.07913313004109,3,False
30011010220302,16,57.704442446958176,3,False
30011010220303,16,48.81826858747519,3,False
30011010220311,16,42.74493080110572,3,False
30011010220312,16,61.08889985488251,3,False
30011010220313,16,104.41243751175875,3,False
30011010220320,16,120.07285444510472,3,False
30011010220321,16,100.67264710168202,3,False
30011010220322,16,263.2905107859063,3,False
30011010220323,16,256.98624645623653,3,False
30011010220330,16,135.27009476068446,3,False
30011010220331,16,191.576331242082,3,False
30011010220332,16,367.6505372028156,3,False
30011010220333,16,303.71262324420667,3,False
30011010221032,16,45.74167607441144,3,False
30011010221033,16,85.6895729473819,3,False
30011010221122,16,52.467328422826384,3,False
30011010221133,16,113.77696090267476,3,False
30011010221200,16,91.18587685538267,3,False
30011010221201,16,90.9115338411414,3,False
30011010221202,16,235.94470485892617,3,False
30011010221203,16,231.9235963263516,3,False
30011010221210,16,107.428532019012,3,False
30011010221211,16,218.8918320277339,3,False
30011010221212,16,183.4743819951774,3,False
30011010221213,16,284.49949373625327,3,False
30011010221220,16,337.73295967677757,3,False
30011010221221,16,682.2720869009119,3,False
30011010221222,16,395.1166908126652,3,False
30011010221223,16,621.2238965908559,3,False
30011010221230,16,427.68883438845864,3,False
30011010221231,16,319.439617607331,3,False
30011010221232,16,615.5025045565801,3,False
30011010221233,16,555.4083923587407,3,False
30011010221300,16,155.0972037861522,3,False
30011010221301,16,101.51606432892676,3,False
30011010221302,16,473.4106171294322,3,False
30011010221303,16,239.8995626382249,3,False
30011010221311,16,254.9473806105606,3,False
30011010221312,16,438.8497977096661,3,False
30011010221313,16,867.6850080390822,3,False
30011010221320,16,512.6589676723912,3,False
30011010221321,16,371.1305406598499,3,False
30011010221322,16,554.1831694094353,3,False
30011010221323,16,654.7611393544903,3,False
30011010221330,16,801.1128247648791,3,False
30011010221331,16,1686.931260983336,3,False
30011010221332,16,1519.10360065605,3,False
30011010221333,16,2193.7764856709073,3,False
30011010222011,16,109.10173233959704,3,False
30011010222013,16,102.05300778921072,3,False
30011010222031,16,92.40175934544412,3,False
30011010222100,16,453.47504315391416,3,False
30011010222101,16,654.0588595743368,3,False
30011010222102,16,303.9286338678209,3,False
30011010222103,16,479.5736282296527,3,False
30011010222110,16,481.09920307191726,3,False
30011010222111,16,505.3518042188574,3,False
30011010222112,16,862.9433594411107,3,False
30011010222113,16,947.4832291766054,3,False
30011010222120,16,195.3764159455066,3,False
30011010222121,16,323.99490076940026,3,False
30011010222122,16,121.8103670241571,3,False
30011010222123,16,248.85327299397977,3,False
30011010222130,16,557.6368585584438,3,False
30011010222131,16,1133.201416174301,3,False
30011010222132,16,320.76359446125673,3,False
30011010222133,16,503.14979124364737,3,False
30011010222213,16,158.8720056213649,3,False
30011010222231,16,102.41368307234468,3,False
30011010222300,16,187.1120498014553,3,False
30011010222301,16,260.51515619490993,3,False
30011010222302,16,440.4384531039304,3,False
30011010222303,16,186.251233748274,3,False
30011010222310,16,276.5993886159808,3,False
30011010222311,16,313.29322300433654,3,False
30011010222312,16,163.97784965240737,3,False
30011010222313,16,238.65668257173527,3,False
30011010222320,16,263.34283094476046,3,False
30011010222321,16,182.61702737460917,3,False
30011010222330,16,129.17040118598493,3,False
30011010222331,16,244.3808653666132,3,False
30011010222332,16,186.2657580855669,3,False
30011010222333,16,398.10671738015475,3,False
30011010223000,16,556.8639987442907,3,False
30011010223001,16,698.9814815020712,3,False
30011010223002,16,1135.6884465505543,3,False
30011010223003,16,1279.0436308608914,3,False
30011010223010,16,1048.0238901997072,3,False
30011010223011,16,1203.154697635324,3,False
30011010223012,16,2711.76497546062,3,False
30011010223013,16,3807.84192494665,3,False
30011010223020,16,1710.1956782280963,3,False
30011010223021,16,1999.633530931076,3,False
30011010223022,16,982.5203392505836,3,False
30011010223023,16,1682.3839888365062,3,False
30011010223030,16,3034.4969471040736,3,False
30011010223031,16,4720.866774563926,3,False
30011010223032,16,2169.0409281992215,3,False
30011010223033,16,3016.178280898007,3,False
30011010223100,16,1045.5942544959078,3,False
30011010223101,16,1163.3453096662574,3,False
30011010223102,16,3493.5835838394673,3,False
30011010223103,16,2623.365660049519,3,False
30011010223110,16,1786.916537616147,3,False
30011010223111,16,1636.6536533801257,3,False
30011010223112,16,2355.3287512251086,3,False
30011010223113,16,2255.295855363569,3,False
30011010223120,16,4313.583005646508,3,False
30011010223121,16,3585.642031198064,3,False
30011010223122,16,2786.338911489393,3,False
30011010223123,16,2017.4712956367632,3,False
30011010223130,16,3195.0307644583095,3,False
30011010223131,16,3187.709727014312,3,False
30011010223132,16,2376.3389892247483,3,False
30011010223133,16,2903.412901568392,3,False
30011010223200,16,401.6299325386005,3,False
30011010223201,16,742.9589132491392,3,False
30011010223202,16,322.57278811307765,3,False
30011010223203,16,296.16477538085604,3,False
30011010223210,16,1317.8582833094474,3,False
30011010223211,16,1389.3312583630145,3,False
30011010223212,16,345.16825386296335,3,False
30011010223220,16,313.04756669317004,3,False
30011010223221,16,251.19498908940528,3,False
30011010223222,16,760.6773143680233,3,False
30011010223223,16,684.341678217939,3,False
30011010223232,16,179.7255474602806,3,False
30011010223233,16,39.50377679044382,3,False
30011010223300,16,1663.1566628430703,3,False
30011010223301,16,1341.1632630780362,3,False
30011010223303,16,,1,True
30011010223310,16,1651.858916466433,3,False
30011010223311,16,1696.3405896311872,3,False
30011010223312,16,485.90663722204494,3,False
30011010223313,16,610.0929404528231,3,False
30011010223331,16,292.2908715281825,3,False
30011010230022,16,164.2163580465946,3,False
30011010230023,16,317.82426371618925,3,False
30011010230032,16,516.6175418519041,3,False
30011010230033,16,401.9667275980471,3,False
30011010230200,16,469.33168941468034,3,False
30011010230201,16,734.2896629226141,3,False
30011010230202,16,676.3725828322407,3,False
30011010230203,16,461.74714873860006,3,False
30011010230210,16,804.8535442265002,3,False
30011010230211,16,386.4336544348985,3,False
30011010230212,16,493.18570085397687,3,False
30011010230213,16,321.98996770692304,3,False
30011010230220,16,1499.708597488985,3,False
30011010230221,16,648.811992795081,3,False
30011010230222,16,1812.6700139509296,3,False
30011010230223,16,626.6630856238822,3,False
30011010230230,16,328.0531581846525,3,False
30011010230232,16,321.462987505056,3,False
30011010230233,16,91.39585516135892,3,False
30011010232000,16,1504.317922704818,3,False
30011010232001,16,685.8286380807199,3,False
30011010232002,16,1550.788698177027,3,False
30011010232003,16,818.6141333315883,3,False
30011010232010,16,250.86790204072375,3,False
30011010232011,16,152.38403387565512,3,False
30011010232012,16,444.37817357902173,3,False
30011010232013,16,316.5240871276308,3,False
30011010232020,16,1099.9327511379158,3,False
30011010232021,16,908.7187276729102,3,False
30011010232022,16,1016.44301926658,3,False
30011010232023,16,380.5520861319828,3,False
30011010232030,16,827.2970131453175,3,False
30011010232031,16,452.37836312941215,3,False
30011010232032,16,233.1976213679918,3,False
30011010232033,16,264.4602725028361,3,False
30011010232100,16,,2,True
30011010232101,16,28.50831915996011,3,False
30011010232102,16,132.57975667348617,3,False
30011010232103,16,81.65781561359017,3,False
30011010232110,16,,1,True
30011010232112,16,76.77930053423945,3,False
30011010232113,16,46.79265128670338,3,False
30011010232120,16,182.6511242047136,3,False
30011010232121,16,140.30821907573028,3,False
30011010232122,16,105.695718242075,3,False
30011010232123,16,66.42301028314068,3,False
30011010232130,16,130.73684608207756,3,False
30011010232131,16,71.35141947929678,3,False
30011010232132,16,47.88167632876676,3,False
30011010232133,16,39.038880538749225,3,False
30011010232200,16,856.5568968017935,3,False
30011010232202,16,496.1813004673141,3,False
30011010232203,16,334.2233789614986,3,False
30011010232210,16,104.47083694733624,3,False
30011010232220,16,628.1349336676952,3,False
30011010232221,16,533.5344693919335,3,False
30011010232222,16,347.6225119586884,3,False
30011010232223,16,714.7502702278605,3,False
30011010233000,16,12.40993403939358,3,False
30011010233002,16,34.52719430948049,3,False
30011010233020,16,99.00138697396586,3,False
30011012000110,16,243.14289142578292,3,False
30011012000111,16,213.99777488565127,3,False
30011012001000,16,230.86174673619544,3,False
30011012001001,16,181.38155274239296,3,False
30011012001010,16,88.70085964016673,3,False
30011012010001,16,323.34014621463996,3,False
30011012010003,16,,2,True
30011012010012,16,395.407897180018,3,False
30011012010013,16,303.74996197645925,3,False
30011012010020,16,118.82643132598032,3,False
30011012010021,16,285.25589384785616,3,False
30011012010022,16,169.86462147515147,3,False
30011012010023,16,599.8064805873657,3,False
30011012010030,16,443.7393165630331,3,False
30011012010031,16,257.5895009151739,3,False
30011012010032,16,762.9649484553738,3,False
30011012010033,16,,1,True
30011012010102,16,123.37560198322528,3,False
30011012010120,16,137.1046245208883,3,False
30011012010200,16,127.98788536868024,3,False
30011012010201,16,287.8793798316562,3,False
30011012010202,16,85.61071063341764,3,False
30011012010203,16,149.24404306956458,3,False
30011012010210,16,258.5888684577291,3,False
30011012010220,16,30.36751995930298,3,False
30011012010221,16,46.99781600197,3,False
30011010232101,0,,2,True
30011010232111,0,,1,True
30011012001111,0,,2,True
30011012010033,0,,1,True
