variable,coefficient,std_err,z_stat,p_value
const,163.199090037489,584.7924145691749,0.2790718312543779,0.7801897000693694
4_flood_p95,12.173801996807171,371.2385241399243,0.7801897000693694,0.4352792240634935
4_waste_count,158.29573152810278,14.965570478206375,0.03279239950921343,0.9738401392677536
rho,0.40491113391794087,0.06896696944581276,0.9738401392677536,0.3301359196257714
