variable,coefficient,std_err,p_value
const,1197.9575738522726,578.318319278147,0.03831674768369081
4_flood_p95,-8.303284614431675,521.866019499384,0.9873055864226478
4_waste_count,212.84531313649458,30.995193246386503,6.55464907953872e-12
